gene_symbol,source_version,source_stage,source_file,mechanism_bin,target_context,evidence_type,model_derived,graph_specific,external_support_status,in_silico_perturbation_status,druggability_status,claim_allowed,claim_disallowed,notes
APOE,v3,Stage36E,results/tables/stage36e_frozen_mechanism_registry_v1.csv,Glial activation / disease-associated microglia-astrocyte state,frozen Stage36E mechanism registry,frozen_candidate_registry,True,False,see Stage38/42 support readiness,model-based sensitivity/counterfactual evidence in Stage36 lineage,requires local druggability resource or manual curation,candidate follow-up hypothesis / network anchor,validated causal regulator; therapeutic target; experimental gene ablation,M2: Glial activation / disease-associated microglia-astrocyte state
IL27RA,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
LAMP2,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
LAPTM5,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
LGALS3,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NFKBIA,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NPC2,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NQO1,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SLC6A12,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SOD1,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SOD2,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
TREM2,v3,STAGE47,results\tables\stage47_druggable_candidate_mapping_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,druggability_or_drug_mapping,False,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
APOE,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
BSG,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
CST7,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
CTSB,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
CTSD,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
GPX4,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
HMOX1,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
IL27RA,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
LAMP2,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
LAPTM5,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
LGALS3,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NFKBIA,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NPC2,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Endolysosomal / autophagy / proteostasis,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NQO1,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SLC6A12,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SOD1,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SOD2,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Oxidative stress / antioxidant response,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
TREM2,v2,STAGE47,results\tables\stage47_v1_v2_v3_candidate_gene_inventory_v1.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
BSG,v1,,results\tables\v1_hypothesis_candidate_genes.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
CTSD,v1,,results\tables\v1_hypothesis_candidate_genes.csv,Glial activation / disease-associated microglia-astrocyte state,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
IL27RA,v1,,results\tables\v1_hypothesis_candidate_genes.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
NFKBIA,v1,,results\tables\v1_hypothesis_candidate_genes.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
SLC6A12,v1,,results\tables\v1_hypothesis_candidate_genes.csv,Inflammatory signaling / transport / cell-state modulation,detected in local cross-version evidence file,candidate_or_mechanism,True,False,not assessed in this row,not assessed in this row,not mapped in Stage47 unless local drug resource exists,cross-version evidence for follow-up hypothesis,validated causal regulator; therapeutic target; experimental gene ablation,extracted by predeclared frozen-gene matching
