gene,final_tier,final_evidence_tier_v3,final_candidate_status_v3,model_implied_evidence,manifold_qc_evidence,internal_robustness_evidence,baseline_comparison_evidence,baseline_comparison_notes,external_cohort_evidence,cell_state_evidence,spatial_evidence,experimental_evidence,current_max_evidence_level,evidence_status_summary,claim_boundary,level2_failure_pattern,level2_failed_required_axes,gfap_positive_fraction,iba1_positive_fraction,mean_GFAP_delta,mean_Iba1_delta,epsilon_sensitivity_summary,gliosis_failure_interpretation,diagnostic_only_no_evidence_promotion
LRP1B,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ZNF292,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
COPA,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SCAMP2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
DENND1A,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
BRWD3,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SLC23A2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ST3GAL5,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ZNF609,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
DARS,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
NCOA6,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
HPCAL1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
CAMSAP2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
OPA1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
EIF3H,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PFKFB3,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
SERPINB6,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
IWS1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
TRAF3IP2-AS1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
CPSF6,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ILRUN,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
PLD1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
GLUD1,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
ATXN3,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
RPS6,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
DMXL2,unsupported_or_deprioritized,unsupported_or_deprioritized_not_targeted_audited,not_promoted_under_conservative_rules,not_promoted,not_audited,not_testable_missing_donor_level_deltas,competitive_not_superior,Overall superiority not established. Graph-JEPA had the highest tested OOF Spearman for: percent NeuN positive area_Grey matter.,not_run,not_run,not_run,not_run,not_promoted,model=not_promoted; manifold=not_audited; robustness=not_testable_missing_donor_level_deltas; baseline=competitive_not_superior,"Internal model evidence only. No current result proves causality, druggability, spatial plaque proximity, external cohort generalization, or experimental efficacy.",not_applicable,not_applicable,,,,,not_applicable,not_applicable,False
