gene,module,mean_donor_delta,bootstrap_ci_low,bootstrap_ci_high,adjusted_slope,partial_spearman,model_implied_at8_reducing_knockout,confounder_adjusted_abs_partial_spearman,at8_pseudobulk_score,is_hpa_fda_drug_target,is_hpa_predicted_secreted,is_hpa_predicted_membrane,biology_score,translational_bonus,translational_priority_score,translational_category
SLC38A9,,,,,,,,,-0.038725305,0,0,1,0.010938508586423965,0.2,0.210938508586424,surface_target_candidate
GNPTAB,,,,,,,,,-0.038722016,0,0,1,0.01093757904673952,0.2,0.21093757904673954,surface_target_candidate
SEC11A,,,,,,,,,0.038227033,0,0,1,0.01079768657436938,0.2,0.2107976865743694,surface_target_candidate
LMBRD1,,,,,,,,,0.03749806,0,0,1,0.010591663670025028,0.2,0.21059166367002505,surface_target_candidate
UBR2,,,,,,,,,0.037143458,0,0,1,0.010491445782769511,0.2,0.21049144578276952,surface_target_candidate
ATR,,,,,,,,,-0.03702993,0,0,1,0.010459360412962393,0.2,0.2104593604129624,surface_target_candidate
HAVCR2,,,,,,,,,-0.03685819,0,0,1,0.010410823123389116,0.2,0.21041082312338913,surface_target_candidate
MTHFD1L,,,,,,,,,0.036514033,0,0,1,0.010313557209987058,0.2,0.21031355720998707,surface_target_candidate
RHOT1,,,,,,,,,0.036104802,0,0,1,0.010197900033153701,0.2,0.21019790003315372,surface_target_candidate
ATP11B,,,,,,,,,0.035817645,0,0,1,0.010116743503154908,0.2,0.21011674350315493,surface_target_candidate
GRAMD1A,,,,,,,,,0.03541634,0,0,1,0.010003326378476889,0.2,0.2100033263784769,surface_target_candidate
HLA-DPB1,antigen_presentation,3.152210047119297e-05,-9.203153113048756e-05,0.0001382009031658,,,False,,0.027056076,0,0,1,0.009991451350680868,0.2,0.20999145135068087,surface_target_candidate
MS4A4A,,,,,,,,,-0.034771886,0,0,1,0.009821190298270442,0.2,0.20982119029827045,surface_target_candidate
TM2D1,,,,,,,,,-0.03431432,0,0,1,0.009691872646931879,0.2,0.2096918726469319,surface_target_candidate
APLP2,,,,,,,,,0.03340206,0,0,1,0.009434049031081663,0.2,0.20943404903108168,surface_target_candidate
CD53,,,,,,,,,-0.033296444,0,0,1,0.009404199756739222,0.2,0.20940419975673924,surface_target_candidate
ATL2,,,,,,,,,-0.033140894,0,0,1,0.009360238097293997,0.2,0.209360238097294,surface_target_candidate
MAST2,,,,,,,,,0.033109188,0,0,1,0.00935127732343112,0.2,0.20935127732343112,surface_target_candidate
KANSL1L,,,,,,,,,-0.03205704,0,0,1,0.009053918454501684,0.2,0.2090539184545017,surface_target_candidate
CLCN5,,,,,,,,,0.031889264,0,0,1,0.009006501473626837,0.2,0.20900650147362684,surface_target_candidate
PSMD1,,,,,,,,,-0.031736508,0,0,1,0.008963329456589134,0.2,0.20896332945658913,surface_target_candidate
EMB,,,,,,,,,-0.031348325,0,0,1,0.008853620881543005,0.2,0.20885362088154302,surface_target_candidate
SACM1L,,,,,,,,,-0.030617818,0,0,1,0.008647164436950572,0.2,0.20864716443695058,surface_target_candidate
EPB41L3,,,,,,,,,-0.030527174,0,0,1,0.008621546560648721,0.2,0.20862154656064874,surface_target_candidate
NF1,,,,,,,,,0.03048402,0,0,1,0.008609350344308642,0.2,0.20860935034430866,surface_target_candidate
SLC39A10,,,,,,,,,0.029997163,0,0,1,0.008471754448246131,0.2,0.20847175444824614,surface_target_candidate
NRXN1,,,,,,,,,-0.029625608,0,0,1,0.00836674529122157,0.2,0.20836674529122157,surface_target_candidate
ATP6V0A1,,,,,,,,,-0.02932091,0,0,1,0.00828063131044599,0.2,0.208280631310446,surface_target_candidate
MYO5A,,,,,,,,,-0.029076638,0,0,1,0.008211594971802443,0.2,0.20821159497180244,surface_target_candidate
LILRB1,,,,,,,,,0.028639251,0,0,1,0.008087980324809396,0.2,0.2080879803248094,surface_target_candidate
ATF6,,,,,,,,,0.028286947,0,0,1,0.007988411900063717,0.2,0.20798841190006373,surface_target_candidate
TMC8,,,,,,,,,0.028242586,0,0,1,0.007975874560464556,0.2,0.20797587456046457,surface_target_candidate
KCNK13,,,,,,,,,0.027986292,0,0,1,0.007903440555026725,0.2,0.20790344055502674,surface_target_candidate
KALRN,,,,,,,,,-0.027647808,0,0,1,0.007807777949204434,0.2,0.20780777794920444,surface_target_candidate
ST3GAL3,,,,,,,,,0.027011288,0,0,1,0.007627884182119417,0.2,0.20762788418211942,surface_target_candidate
MGAT5,,,,,,,,,0.026941797,0,0,1,0.007608244582784746,0.2,0.20760824458278476,surface_target_candidate
SPAST,,,,,,,,,-0.026118172,0,0,1,0.007375471058126609,0.2,0.20737547105812662,surface_target_candidate
CD84,,,,,,,,,0.026027633,0,0,1,0.007349882857004712,0.2,0.20734988285700473,surface_target_candidate
SCAF11,,,,,,,,,-0.025990691,0,0,1,0.007339442280834828,0.2,0.20733944228083484,surface_target_candidate
DIPK1A,,,,,,,,,0.02559472,0,0,1,0.00722753265529844,0.2,0.20722753265529845,surface_target_candidate
TENM2,,,,,,,,,-0.025499918,0,0,1,0.0072007396418704355,0.2,0.20720073964187044,surface_target_candidate
MTCH1,,,,,,,,,-0.024707671,0,0,1,0.006976834191465414,0.2,0.20697683419146543,surface_target_candidate
LENG8,,,,,,,,,-0.023838662,0,0,1,0.006731234206169142,0.2,0.20673123420616915,surface_target_candidate
INPP4A,,,,,,,,,0.023586348,0,0,1,0.006659925031361926,0.2,0.20665992503136194,surface_target_candidate
TLR5,,,,,,,,,0.02286639,0,0,1,0.006456449953182145,0.2,0.20645644995318216,surface_target_candidate
NBEA,,,,,,,,,-0.022597387,0,0,1,0.0063804241204869095,0.2,0.20638042412048693,surface_target_candidate
SLC44A1,,,,,,,,,0.022077303,0,0,1,0.00623343758438334,0.2,0.20623343758438334,surface_target_candidate
CLSTN1,,,,,,,,,-0.022058006,0,0,1,0.006227983851549432,0.2,0.20622798385154945,surface_target_candidate
NCAM2,,,,,,,,,-0.021918407,0,0,1,0.006188530275870269,0.2,0.20618853027587028,surface_target_candidate
LRP1B,,,,,,,,,0.021425689,0,0,1,0.006049277939524835,0.2,0.20604927793952485,surface_target_candidate
CLK1,,,,,,,,,0.021415079,0,0,1,0.006046279333245736,0.2,0.20604627933324574,surface_target_candidate
LRCH3,,,,,,,,,0.0212999,0,0,1,0.0060137273565614435,0.2,0.20601372735656145,surface_target_candidate
B2M,antigen_presentation,0.0003349099715705,-0.0001400969285896,0.0008196405615308,,,False,,0.10927456,0,1,0,0.05600979705319393,0.15,0.20600979705319392,secreted_biomarker_candidate
PTPRM,,,,,,,,,0.02098924,0,0,1,0.005925928390806037,0.2,0.20592592839080603,surface_target_candidate
CD163L1,,,,,,,,,0.02079882,0,0,1,0.005872111745408675,0.2,0.20587211174540868,surface_target_candidate
LAMP2,,,,,,,,,0.020729447,0,0,1,0.005852505495323857,0.2,0.20585250549532386,surface_target_candidate
MAN1A2,,,,,,,,,-0.020537293,0,0,1,0.005798198785526122,0.2,0.20579819878552613,surface_target_candidate
KMT2E,,,,,,,,,-0.020528061,0,0,1,0.005795589630656316,0.2,0.20579558963065633,surface_target_candidate
CNNM2,,,,,,,,,-0.020259073,0,0,1,0.005719568037272502,0.2,0.2057195680372725,surface_target_candidate
TM7SF3,,,,,,,,,0.019920783,0,0,1,0.005623960259877935,0.2,0.20562396025987795,surface_target_candidate
RPAP2,,,,,,,,,0.019535994,0,0,1,0.0055152108996962025,0.2,0.2055152108996962,surface_target_candidate
TTC13,,,,,,,,,0.019149628,0,0,1,0.005406015846573645,0.2,0.20540601584657364,surface_target_candidate
MIA2,,,,,,,,,-0.017637577,0,0,1,0.004978678841586108,0.2,0.20497867884158613,surface_target_candidate
MTUS1,,,,,,,,,-0.01759294,0,0,1,0.004966063498656783,0.2,0.2049660634986568,surface_target_candidate
CYBC1,,,,,,,,,-0.016743664,0,0,1,0.004726040468846416,0.2,0.20472604046884643,surface_target_candidate
CLCN3,,,,,,,,,-0.0164873,0,0,1,0.004653586679955283,0.2,0.20465358667995528,surface_target_candidate
SPPL3,,,,,,,,,0.016099773,0,0,1,0.004544063504128672,0.2,0.20454406350412868,surface_target_candidate
ZDHHC17,,,,,,,,,-0.015832748,0,0,1,0.004468596695299606,0.2,0.20446859669529963,surface_target_candidate
CST7,,,,,,,,,0.1926655,0,1,0,0.05444520371674525,0.15,0.20444520371674524,secreted_biomarker_candidate
HIPK3,,,,,,,,,0.01539048,0,0,1,0.00434360257636987,0.2,0.20434360257636988,surface_target_candidate
MLLT10,,,,,,,,,0.015061156,0,0,1,0.004250528776722559,0.2,0.20425052877672256,surface_target_candidate
EXT1,,,,,,,,,0.014826546,0,0,1,0.004184223119876244,0.2,0.20418422311987625,surface_target_candidate
CYBB,,,,,,,,,-0.0145709,0,0,1,0.004111972252691841,0.2,0.20411197225269184,surface_target_candidate
ACSL3,,,,,,,,,-0.014386472,0,0,1,0.004059849070897153,0.2,0.20405984907089716,surface_target_candidate
TSPAN14,,,,,,,,,-0.013762593,0,0,1,0.003883527912857761,0.2,0.20388352791285777,surface_target_candidate
RNF13,,,,,,,,,-0.013716041,0,0,1,0.003870371351170239,0.2,0.20387037135117025,surface_target_candidate
GSK3B,,,,,,,,,0.013068483,0,0,1,0.003687358016120218,0.2,0.20368735801612023,surface_target_candidate
PCLO,,,,,,,,,0.011840883,0,0,1,0.003340412769350962,0.2,0.20334041276935097,surface_target_candidate
MAVS,,,,,,,,,-0.011690611,0,0,1,0.003297942782284727,0.2,0.20329794278228475,surface_target_candidate
TMEM165,,,,,,,,,0.010965215,0,0,1,0.0030929308124041217,0.2,0.20309293081240412,surface_target_candidate
OCIAD1,,,,,,,,,-0.010621761,0,0,1,0.00299586358139737,0.2,0.20299586358139737,surface_target_candidate
LRRC8D,,,,,,,,,-0.010584241,0,0,1,0.0029852596504273614,0.2,0.20298525965042738,surface_target_candidate
YME1L1,,,,,,,,,-0.010395218,0,0,1,0.00293183782623376,0.2,0.20293183782623378,surface_target_candidate
SYNE1,,,,,,,,,-0.010364216,0,0,1,0.002923076017386953,0.2,0.20292307601738696,surface_target_candidate
SEMA4D,,,,,,,,,-0.009672546,0,0,1,0.002727595715307374,0.2,0.20272759571530738,surface_target_candidate
RNF24,,,,,,,,,0.009285161,0,0,1,0.0026181126716288885,0.2,0.2026181126716289,surface_target_candidate
RECK,,,,,,,,,0.009197146,0,0,1,0.002593237805308918,0.2,0.20259323780530894,surface_target_candidate
TMEM117,,,,,,,,,-0.009056513,0,0,1,0.0025534919997624037,0.2,0.20255349199976241,surface_target_candidate
SLC10A7,,,,,,,,,-0.008669118,0,0,1,0.002444006129876304,0.2,0.2024440061298763,surface_target_candidate
SPRED2,,,,,,,,,-0.008328161,0,0,1,0.0023476446029109203,0.2,0.20234764460291094,surface_target_candidate
GOSR1,,,,,,,,,-0.008140908,0,0,1,0.0022947230174651043,0.2,0.20229472301746512,surface_target_candidate
SLC23A2,,,,,,,,,0.007295239,0,0,1,0.002055719400741326,0.2,0.20205571940074132,surface_target_candidate
RPN2,,,,,,,,,-0.006380185,0,0,1,0.0017971061424835917,0.2,0.2017971061424836,surface_target_candidate
SIRPB2,,,,,,,,,0.0060247406,0,0,1,0.001696650175498621,0.2,0.20169665017549862,surface_target_candidate
LGALS9,,,,,,,,,0.1827978,0,1,0,0.051656386828878686,0.15,0.20165638682887868,secreted_biomarker_candidate
SIGLEC8,,,,,,,,,0.0058299676,0,0,1,0.0016416032819266202,0.2,0.20164160328192662,surface_target_candidate
TMEM135,,,,,,,,,-0.0050370037,0,0,1,0.0014174952206977083,0.2,0.2014174952206977,surface_target_candidate
SLC11A2,,,,,,,,,0.0048792697,0,0,1,0.0013729163175094535,0.2,0.20137291631750948,surface_target_candidate
SREBF2,,,,,,,,,-0.0043187407,0,0,1,0.0012144991847086028,0.2,0.2012144991847086,surface_target_candidate
PARL,,,,,,,,,0.0043165796,0,0,1,0.0012138884129810098,0.2,0.20121388841298102,surface_target_candidate
MFSD11,,,,,,,,,0.0042801914,0,0,1,0.0012036043521888226,0.2,0.20120360435218884,surface_target_candidate
MGST2,,,,,,,,,0.0038097815,0,0,1,0.001070656748052132,0.2,0.20107065674805213,surface_target_candidate
IKZF1,,,,,,,,,-0.0038088348,0,0,1,0.001070389190977257,0.2,0.20107038919097728,surface_target_candidate
RAB3GAP2,,,,,,,,,-0.0036181523,0,0,1,0.0010164983576300116,0.2,0.20101649835763002,surface_target_candidate
VASH1,,,,,,,,,0.1803525,0,1,0,0.05096529428087864,0.15,0.20096529428087864,secreted_biomarker_candidate
KCNQ5,,,,,,,,,-0.002459791,0,0,1,0.0006891214049773099,0.2,0.20068912140497733,surface_target_candidate
RABGAP1L,,,,,,,,,0.0023867374,0,0,1,0.0006684749409178587,0.2,0.20066847494091786,surface_target_candidate
TRIM13,,,,,,,,,0.002211161,0,0,1,0.0006188534050553158,0.2,0.20061885340505534,surface_target_candidate
PTPRE,,,,,,,,,-0.0014440777,0,0,1,0.0004020597387054663,0.2,0.20040205973870548,surface_target_candidate
SLC2A13,,,,,,,,,0.0012322108,0,0,1,0.0003421817540991309,0.2,0.20034218175409915,surface_target_candidate
RNF130,,,,,,,,,0.0005898959,0,0,1,0.00016065022796352477,0.2,0.20016065022796353,surface_target_candidate
SLC4A7,,,,,,,,,-0.00044157007,0,0,1,0.00011873026894462225,0.2,0.20011873026894464,surface_target_candidate
SAMD8,,,,,,,,,-0.00020202831,0,0,1,5.1030794331766335e-05,0.2,0.20005103079433179,surface_target_candidate
MICU3,,,,,,,,,-6.391695e-05,0,0,1,1.1997656602182138e-05,0.2,0.2000119976566022,surface_target_candidate
MACF1,,,,,,,,,2.179132e-05,0,0,1,9.207897456696878e-08,0.2,0.20000009207897457,surface_target_candidate
ISG15,,,,,,,,,0.17226502,0,1,0,0.0486796045249798,0.15,0.1986796045249798,secreted_biomarker_candidate
FCGBP,,,,,,,,,0.16895083,0,1,0,0.047742945623554085,0.15,0.19774294562355407,secreted_biomarker_candidate
CREG1,,,,,,,,,0.16514312,0,1,0,0.04666680772393225,0.15,0.19666680772393225,secreted_biomarker_candidate
CD14,,,,,,,,,0.16310963,0,1,0,0.04609210123170937,0.15,0.19609210123170936,secreted_biomarker_candidate
TCF4,,,,,,,,,0.1604856,0,1,0,0.045350495875013434,0.15,0.19535049587501344,secreted_biomarker_candidate
ANOS1,,,,,,,,,0.14383557,0,1,0,0.04064485171806856,0.15,0.19064485171806855,secreted_biomarker_candidate
CPQ,,,,,,,,,-0.14188997,0,1,0,0.04009498476457046,0.15,0.19009498476457046,secreted_biomarker_candidate
CXCL10,,,,,,,,,0.1310759,0,1,0,0.037038704066680264,0.15,0.18703870406668027,secreted_biomarker_candidate
NAMPT,,,,,,,,,0.12286007,0,1,0,0.03471673993604792,0.15,0.18471673993604792,secreted_biomarker_candidate
DHRSX,,,,,,,,,0.12219787,0,1,0,0.03452958846780859,0.15,0.1845295884678086,secreted_biomarker_candidate
SOGA1,,,,,,,,,-0.11518014,0,1,0,0.03254623227148242,0.15,0.18254623227148242,secreted_biomarker_candidate
IL18,inflammatory_signaling,-1.7668347936705686e-05,-0.0001320803832641,9.969922066375136e-05,,,True,,-0.11006413,0,1,0,0.03241095880690031,0.15,0.1824109588069003,secreted_biomarker_candidate
WNT5A,,,,,,,,,0.113748714,0,1,0,0.03214168156538765,0.15,0.18214168156538765,secreted_biomarker_candidate
CXCL8,inflammatory_signaling,-1.0304364650437492e-06,-5.753719879066921e-05,4.649986067306599e-05,,,True,,0.10896436,0,1,0,0.030850783752618512,0.15,0.1808507837526185,secreted_biomarker_candidate
SERPING1,complement,7.306640327442437e-05,-7.475365248410526e-06,0.0001844320875534,,,False,,0.08669272,0,1,0,0.0299656078541317,0.15,0.17996560785413168,secreted_biomarker_candidate
HAMP,,,,,,,,,-0.104233064,0,1,0,0.029452361316593362,0.15,0.17945236131659337,secreted_biomarker_candidate
OLFML3,homeostatic_microglia,9.552259871270508e-05,7.023711932561128e-05,0.0001247690845048,,,False,,0.07846478,0,1,0,0.02932647910011872,0.15,0.17932647910011873,secreted_biomarker_candidate
CLU,,,,,,,,,0.102206744,0,1,0,0.028879681215230154,0.15,0.17887968121523015,secreted_biomarker_candidate
XYLT1,,,,,,,,,0.07992631,0,1,0,0.022582767992473454,0.15,0.17258276799247346,secreted_biomarker_candidate
SPP1,,,,,,,,,0.07862523,0,1,0,0.022215055772152062,0.15,0.17221505577215207,secreted_biomarker_candidate
AOAH,,,,,,,,,-0.06212729,0,1,0,0.01755239540681777,0.15,0.16755239540681777,secreted_biomarker_candidate
CCL2,inflammatory_signaling,-2.8435148124117404e-05,-0.0001667734475631,0.0001871208263764,,,True,,-0.050759908,0,1,0,0.016458844096778287,0.15,0.16645884409677827,secreted_biomarker_candidate
CCL4,inflammatory_signaling,-3.186084722983651e-05,-0.0002620693652715,0.0002939470250566,,,True,,-0.04058783,0,1,0,0.013841242799028085,0.15,0.1638412427990281,secreted_biomarker_candidate
COPA,,,,,,,,,0.04199932,0,1,0,0.011863813198757988,0.15,0.16186381319875798,secreted_biomarker_candidate
GLDN,,,,,,,,,-0.041879397,0,1,0,0.011829920469181326,0.15,0.16182992046918132,secreted_biomarker_candidate
HMGB1,,,,,,,,,0.03755904,0,1,0,0.010608897884058907,0.15,0.1606088978840589,secreted_biomarker_candidate
PIBF1,,,,,,,,,0.03547614,0,1,0,0.010020227100012243,0.15,0.16002022710001224,secreted_biomarker_candidate
HTRA1,,,,,,,,,0.03324069,0,1,0,0.009388442518804739,0.15,0.15938844251880474,secreted_biomarker_candidate
PDGFC,,,,,,,,,0.03071148,0,1,0,0.00867363526271051,0.15,0.1586736352627105,secreted_biomarker_candidate
LY96,,,,,,,,,-0.027781742,0,1,0,0.007845630478269923,0.15,0.1578456304782699,secreted_biomarker_candidate
APOC2,,,,,,,,,0.026386904,0,1,0,0.007451420300595488,0.15,0.15745142030059547,secreted_biomarker_candidate
CHSY1,,,,,,,,,-0.026350537,0,1,0,0.0074411422313634444,0.15,0.15744114223136343,secreted_biomarker_candidate
SRGN,,,,,,,,,-0.018273477,0,1,0,0.005158397383799019,0.15,0.15515839738379902,secreted_biomarker_candidate
PPP1R12A,,,,,,,,,0.5474686,0,0,0,0.15471992600739126,0.0,0.15471992600739126,biology_first_hard_target
GNG2,,,,,,,,,0.54717225,0,0,0,0.15463617134473237,0.0,0.15463617134473237,biology_first_hard_target
TIMP2,,,,,,,,,-0.015400369,0,1,0,0.004346397413079955,0.15,0.15434639741307996,secreted_biomarker_candidate
GAS6,,,,,,,,,0.0057597063,0,1,0,0.0016217459798193957,0.15,0.1516217459798194,secreted_biomarker_candidate
CTSB,,,,,,,,,-0.001754248,0,1,0,0.0004897203050739855,0.15,0.150489720305074,secreted_biomarker_candidate
TNPO1,,,,,,,,,0.5296053,0,0,0,0.14967138655918885,0.0,0.14967138655918885,biology_first_hard_target
WDPCP,,,,,,,,,-0.49514776,0,0,0,0.13993297036632352,0.0,0.13993297036632352,biology_first_hard_target
PKM,,,,,,,,,0.49101505,0,0,0,0.1387649807192269,0.0,0.1387649807192269,biology_first_hard_target
YWHAB,,,,,,,,,0.48073167,0,0,0,0.13585868403323637,0.0,0.13585868403323637,biology_first_hard_target
GPCPD1,,,,,,,,,-0.47431818,0,0,0,0.13404609860581523,0.0,0.13404609860581523,biology_first_hard_target
SNCA,,,,,,,,,0.4686682,0,0,0,0.13244929695597704,0.0,0.13244929695597704,biology_first_hard_target
MCCC1,,,,,,,,,-0.464365,0,0,0,0.13123312329525902,0.0,0.13123312329525902,biology_first_hard_target
MTRNR2L12,,,,,,,,,0.45821705,0,0,0,0.1294955849848362,0.0,0.1294955849848362,biology_first_hard_target
MPRIP,,,,,,,,,0.45775092,0,0,0,0.12936384696929648,0.0,0.12936384696929648,biology_first_hard_target
EFR3A,,,,,,,,,0.457479,0,0,0,0.12928699673184008,0.0,0.12928699673184008,biology_first_hard_target
ARRB2,,,,,,,,,0.44789428,0,0,0,0.12657815586705165,0.0,0.12657815586705165,biology_first_hard_target
ULK2,,,,,,,,,-0.44304025,0,0,0,0.1252063062122982,0.0,0.1252063062122982,biology_first_hard_target
DIRC3,,,,,,,,,0.43836436,0,0,0,0.12388480261999134,0.0,0.12388480261999134,biology_first_hard_target
TPRG1,,,,,,,,,0.4353365,0,0,0,0.1230290665211947,0.0,0.1230290665211947,biology_first_hard_target
LINC02712,,,,,,,,,-0.43456352,0,0,0,0.12281060632500074,0.0,0.12281060632500074,biology_first_hard_target
ZBTB38,,,,,,,,,0.43193108,0,0,0,0.12206662412770093,0.0,0.12206662412770093,biology_first_hard_target
YY1,,,,,,,,,0.4309205,0,0,0,0.12178101323858388,0.0,0.12178101323858388,biology_first_hard_target
MALT1,,,,,,,,,0.42920712,0,0,0,0.12129677647831222,0.0,0.12129677647831222,biology_first_hard_target
ZNRF2,,,,,,,,,-0.42850205,0,0,0,0.12109750905802906,0.0,0.12109750905802906,biology_first_hard_target
RPL13,,,,,,,,,0.41784704,0,0,0,0.1180861820184568,0.0,0.1180861820184568,biology_first_hard_target
NR6A1,,,,,,,,,0.41621137,0,0,0,0.11762390771755826,0.0,0.11762390771755826,biology_first_hard_target
TRPS1,,,,,,,,,0.4097034,0,0,0,0.11578462028059432,0.0,0.11578462028059432,biology_first_hard_target
WDR37,,,,,,,,,-0.40884984,0,0,0,0.11554338650344187,0.0,0.11554338650344187,biology_first_hard_target
ZNF532,,,,,,,,,-0.40878063,0,0,0,0.11552382632054115,0.0,0.11552382632054115,biology_first_hard_target
TXNIP,,,,,,,,,0.40863684,0,0,0,0.1154831882812507,0.0,0.1154831882812507,biology_first_hard_target
TFCP2,,,,,,,,,-0.40789255,0,0,0,0.11527283647470309,0.0,0.11527283647470309,biology_first_hard_target
GMDS-DT,,,,,,,,,-0.40723538,0,0,0,0.11508710658889387,0.0,0.11508710658889387,biology_first_hard_target
GPX4,,,,,,,,,0.40692574,0,0,0,0.11499959589631517,0.0,0.11499959589631517,biology_first_hard_target
CTSH,,,,,,,,,0.4067444,0,0,0,0.11494834544743188,0.0,0.11494834544743188,biology_first_hard_target
TPT1-AS1,,,,,,,,,-0.40593076,0,0,0,0.11471839389107692,0.0,0.11471839389107692,biology_first_hard_target
GAS7,,,,,,,,,0.40509546,0,0,0,0.11448232076902874,0.0,0.11448232076902874,biology_first_hard_target
STK38,,,,,,,,,0.40178508,0,0,0,0.1135467386527042,0.0,0.1135467386527042,biology_first_hard_target
ARHGAP12,,,,,,,,,-0.40147778,0,0,0,0.11345988929270728,0.0,0.11345988929270728,biology_first_hard_target
TRIM14,,,,,,,,,0.4010586,0,0,0,0.11334142032191814,0.0,0.11334142032191814,biology_first_hard_target
OAZ1,,,,,,,,,0.3960819,0,0,0,0.11193490157835628,0.0,0.11193490157835628,biology_first_hard_target
GTDC1,,,,,,,,,0.39549723,0,0,0,0.111769661697753,0.0,0.111769661697753,biology_first_hard_target
GAK,,,,,,,,,-0.39460474,0,0,0,0.11151742549435686,0.0,0.11151742549435686,biology_first_hard_target
SNX27,,,,,,,,,0.38701114,0,0,0,0.10937131648012827,0.0,0.10937131648012827,biology_first_hard_target
TLN2,,,,,,,,,-0.38695475,0,0,0,0.1093553794953895,0.0,0.1093553794953895,biology_first_hard_target
APBA1,,,,,,,,,-0.38601357,0,0,0,0.10908938248711784,0.0,0.10908938248711784,biology_first_hard_target
TMOD3,,,,,,,,,0.38599867,0,0,0,0.10908517143777208,0.0,0.10908517143777208,biology_first_hard_target
