source,target,weight,source_idx,target_idx
PPIG,SCLT1,0.4584659,458,863
AGO3,NFE2L2,0.45846257,67,470
PPP2CA,WASL,0.45846084,1002,1357
USP7,RNF138,0.45845217,2356,2597
UBXN4,AMBRA1,0.45844948,428,1805
ERCC6L2,WDR11,0.45844048,1571,1753
FIP1L1,RPS18,0.4584237,802,1113
PPIG,AKAP11,0.458406,458,2073
FIP1L1,SREBF2,0.45839798,802,2858
PPIG,NFE2L2,0.45839196,458,470
UBXN4,USP7,0.45836943,428,2356
FIP1L1,OAZ1,0.45835826,802,2643
CNBP,SCYL2,0.4582986,673,2004
SCLT1,XIAP,0.4582839,863,2929
SLAIN2,RSRC2,0.45827013,798,2038
NRDC,MBD2,0.45825318,94,2616
CORO1A,XIAP,0.45823276,2385,2929
IPO9,MARK2,0.45822272,239,1821
SCYL2,RNF138,0.4581875,2004,2597
FIP1L1,RPL19,0.45818335,802,2498
SCYL2,AP3S2,0.45818013,2004,2339
HNRNPR,USP7,0.45817107,37,2356
PPIG,PIK3C2A,0.45815572,458,1788
RSBN1L,ZC3H7A,0.4581553,1308,2362
SLAIN2,UQCC1,0.458146,798,2761
MIGA1,MBD2,0.45814535,119,2616
PRDX1,WASL,0.45813105,84,1357
SLAIN2,PPP2CA,0.45811364,798,1002
MIGA1,ARHGAP4,0.4581114,119,2939
AMBRA1,RBL2,0.45809636,1805,2398
PPIG,MOB3A,0.45807645,458,2642
USP7,ARHGAP4,0.45805898,2356,2939
AGO3,KDM2B,0.45805526,67,2035
MARK2,RNF138,0.45801482,1821,2597
CSDE1,IFIT2,0.45800677,161,1709
CDC42SE1,USP7,0.4580052,179,2356
IPO9,USP7,0.45797744,239,2356
SCYL2,SECISBP2L,0.45794874,2004,2275
WASL,ZC3H7A,0.45793217,1357,2362
CNBP,USP7,0.4579173,673,2356
HMGN3,AMBRA1,0.4579042,1154,1805
USP7,RBL2,0.45786855,2356,2398
USP7,MBD2,0.45786196,2356,2616
SPPL2A,MBD2,0.4578524,2280,2616
SLAIN2,STAM,0.45782232,798,1644
IPO9,AMBRA1,0.45780894,239,1805
SLAIN2,MARK2,0.45780846,798,1821
ISG15,XIAP,0.45780572,0,2929
PPIG,RPS18,0.4577995,458,1113
PPIG,AATF,0.45779657,458,2494
PPIG,EPS15L1,0.45778927,458,2667
ZC3H7A,NPLOC4,0.45777106,2362,2568
TIAL1,AMBRA1,0.45776883,1751,1805
AGO3,CAMK2G,0.4577441,67,1691
COPB1,MBD2,0.45773378,1784,2616
AMBRA1,TAF1,0.45773304,1805,2907
PPIG,GAK,0.45772186,458,758
SP140L,USP7,0.45771915,524,2356
HMGN3,WASL,0.4577173,1154,1357
PPP2CA,RSBN1L,0.45768943,1002,1308
MIGA1,SPPL2A,0.45763186,119,2280
KPNA6,RSBN1L,0.4576315,57,1308
SCYL2,ELP2,0.45760342,2004,2603
AGO3,MAP3K1,0.4576031,67,933
AGO3,CAMSAP2,0.45753673,67,238
PPIG,PPP4R3A,0.45752758,458,2219
MARK2,TAF1,0.45749676,1821,2907
SCYL2,RPL26,0.45747355,2004,2453
SP140L,SCYL2,0.4574646,524,2004
FIP1L1,CTNNBL1,0.45743465,802,2767
SEC62,SLAIN2,0.4573832,709,798
SLAIN2,SUPT20H,0.45737904,798,2068
TIAL1,USP7,0.45737296,1751,2356
SCYL2,RPL6,0.4573487,2004,2026
MIGA1,SUPT20H,0.45734507,119,2068
SCYL2,SPPL2A,0.45733204,2004,2280
SRRM1,SCYL2,0.4573114,40,2004
MIGA1,YWHAZ,0.45730802,119,1480
TPM3,PPIG,0.45729852,186,458
AMBRA1,SREBF2,0.45729494,1805,2858
CD164,SCYL2,0.45727676,1179,2004
HNRNPR,AMBRA1,0.4572713,37,1805
RSBN1L,MBD2,0.45726192,1308,2616
MCTP1,XIAP,0.45724335,970,2929
NRDC,MARK2,0.45724246,94,1821
FIP1L1,TAF1,0.4572291,802,2907
CD47,XIAP,0.45722222,645,2929
AGO3,PCBP2,0.4572097,67,1954
SP140L,AMBRA1,0.45720655,524,1805
SECISBP2L,USP7,0.45720482,2275,2356
MARK2,SUPT20H,0.45718256,1821,2068
PLCB2,USP7,0.45715997,2257,2356
WASL,SUPT20H,0.45714554,1357,2068
PPP2CA,UQCC1,0.4571175,1002,2761
SLAIN2,ANAPC5,0.45709935,798,2034
FIP1L1,RPL6,0.457069,802,2026
DHRS3,PPIG,0.4570644,13,458
FIP1L1,CPPED1,0.45704728,802,2365
AGO3,FOXN2,0.4570434,67,338
MIGA1,RAD23B,0.45699176,119,1581
SERINC1,WASL,0.4569823,1192,1357
OCIAD1,UQCC1,0.4569589,800,2761
CLTA,ERCC6L2,0.45693576,1544,1571
CSDE1,RNF19A,0.45690042,161,1478
HNRNPR,MIGA1,0.45685953,37,119
HDLBP,MARK2,0.4568493,539,1821
CSDE1,ITGB2,0.45680842,161,2826
ERCC6L2,TRIP4,0.4567878,1571,2304
PPIG,KIF2A,0.45676982,458,937
MIGA1,HNRNPK,0.45676655,119,1557
SCYL2,LAMP2,0.4567607,2004,2927
MIGA1,DYNC1H1,0.45675975,119,2234
TOP2B,AMBRA1,0.4567515,562,1805
ERCC6L2,ZDHHC17,0.45675063,1571,1986
HDLBP,MBD2,0.4567501,539,2616
MARK2,SCYL2,0.45674133,1821,2004
USP7,ELP2,0.45674032,2356,2603
PPIG,NDUFAF6,0.45671695,458,1473
MARK2,FAM222B,0.45671397,1821,2473
PPIG,USP47,0.4566995,458,1780
PIK3C2A,XIAP,0.4566976,1788,2929
AMBRA1,FAM222B,0.45666203,1805,2473
GABPB1-AS1,XIAP,0.45665404,2277,2929
PPIG,MDN1,0.4566534,458,1164
MOB3A,XIAP,0.45665103,2642,2929
RPL9,ZC3H7A,0.45664755,791,2362
EXOC1,ERCC6L2,0.45664117,806,1571
RHOQ,PPIG,0.45664114,334,458
SCYL2,SREBF2,0.45663336,2004,2858
RPL9,WASL,0.45661774,791,1357
MIGA1,AP3S2,0.45660895,119,2339
CSDE1,SCAI,0.45660245,161,1608
FIP1L1,RNF19A,0.45658913,802,1478
CSDE1,TAF1,0.45658797,161,2907
RPS27A,XIAP,0.45658442,345,2929
HNRNPK,ZC3H7A,0.45657945,1557,2362
KPNA6,PPP2CA,0.45654356,57,1002
KPNA6,MBD2,0.45652443,57,2616
SLAIN2,ZC3H7A,0.45649216,798,2362
PPIG,TTLL5,0.45649058,458,2203
PPIG,RPS9,0.45648724,458,2713
CSDE1,CAMK2G,0.4564829,161,1691
MARK2,MBD2,0.45647103,1821,2616
FASTKD1,ZDHHC17,0.45642146,457,1986
PRKAR2A,MARK2,0.45638195,598,1821
KPNA6,MIGA1,0.45638135,57,119
AGO3,MOB3A,0.45637533,67,2642
SP140L,MARK2,0.45636183,524,1821
STIM1,MARK2,0.45634195,1771,1821
AGO3,RBL2,0.45632318,67,2398
PPIG,RPL28,0.4562938,458,2717
FIP1L1,EIF3E,0.45628694,802,1488
SLAIN2,YWHAZ,0.4562828,798,1480
OCIAD1,RALGAPB,0.45625803,800,2768
KCMF1,MBD2,0.4562371,384,2616
SLC38A10,XIAP,0.4562351,2567,2929
OCIAD1,MBD2,0.4561696,800,2616
ARHGEF2,FIP1L1,0.45615333,193,802
UBXN4,MBD2,0.45615005,428,2616
WASL,NPLOC4,0.4561457,1357,2568
HADHB,COPB1,0.45614538,305,1784
SRRM1,SLAIN2,0.45614177,40,798
SEC62,UQCC1,0.4561207,709,2761
CSDE1,EIF3E,0.45609736,161,1488
MIGA1,HADHB,0.4560816,119,305
SEC62,MARK2,0.45607737,709,1821
MARK2,NPLOC4,0.4560701,1821,2568
KCMF1,XIAP,0.45604992,384,2929
WASL,SECISBP2L,0.4560254,1357,2275
CSDE1,TPM3,0.45601293,161,186
PPIG,TMEM106A,0.45601052,458,2507
FASTKD1,TLK2,0.45600995,457,2534
ADD1,MARK2,0.45600927,763,1821
HNRNPR,MARK2,0.45600906,37,1821
KCMF1,RAD23B,0.4560004,384,1581
AGO3,SREBF2,0.45598355,67,2858
TOP2B,USP7,0.4559632,562,2356
PPIG,TNKS2,0.45593455,458,1715
CSDE1,CD47,0.45592934,161,645
KCMF1,COPB1,0.45592847,384,1784
USP8,MBD2,0.45589036,2278,2616
AGO3,PARP4,0.45588538,67,2054
HDLBP,UQCC1,0.455885,539,2761
HNRNPR,SCYL2,0.455878,37,2004
PCGF5,USP7,0.45585236,1713,2356
HADHB,SLAIN2,0.45585182,305,798
AMBRA1,TASP1,0.45584545,1805,2737
KCMF1,HDLBP,0.45582536,384,539
FIP1L1,CAMK2G,0.45579776,802,1691
EIF4A2,ERCC6L2,0.45579773,738,1571
PPIG,COTL1,0.45578542,458,2423
CSDE1,S100A4,0.45576125,161,183
ANAPC5,ZC3H7A,0.45575795,2034,2362
ERCC6L2,RBM4,0.45575142,1571,1825
ZC3H7A,ARHGAP4,0.4557452,2362,2939
IFIT2,XIAP,0.45574108,1709,2929
FIP1L1,ANAPC10,0.45572785,802,872
HNRNPR,MBD2,0.45572227,37,2616
AMBRA1,SRSF5,0.45569715,1805,2193
PPIG,TM9SF2,0.45569286,458,2115
WASL,YWHAZ,0.45569158,1357,1480
C1GALT1,AMBRA1,0.45568937,1254,1805
RSBN1L,RSRC2,0.45568272,1308,2038
CSDE1,CTNNBL1,0.45566905,161,2767
IPO9,RSBN1L,0.4556567,239,1308
PPIG,RPL6,0.45563525,458,2026
TMSB10,WASL,0.45563346,383,1357
HDLBP,ZC3H7A,0.45563024,539,2362
SCYL2,RPS9,0.45562682,2004,2713
IPO9,SEC62,0.4556163,239,709
KPNA6,OCIAD1,0.45561528,57,800
MIGA1,TASP1,0.4556119,119,2737
GLG1,MBD2,0.45560098,2416,2616
RSRC2,ZC3H7A,0.45558986,2038,2362
AGO3,CORO1A,0.4555832,67,2385
MARK2,KDM2B,0.45556736,1821,2035
CSDE1,MICAL3,0.45555115,161,2831
ZC3H7A,CABIN1,0.45554614,2362,2836
MARK2,ELP2,0.45554024,1821,2603
EPS15L1,XIAP,0.455532,2667,2929
AGO3,CAMKMT,0.4555239,67,331
TOP2B,WASL,0.4555219,562,1357
CSDE1,ARHGEF2,0.45546773,161,193
AGO3,SMC5,0.45545834,67,1552
TNPO3,XIAP,0.4554558,1360,2929
MARK2,CTNNBL1,0.455455,1821,2767
RPL11,CSDE1,0.45545033,38,161
FIP1L1,FAM222B,0.45544088,802,2473
WASL,RPL19,0.45543626,1357,2498
ERCC6L2,LINC01278,0.4554219,1571,2901
PCGF5,SCYL2,0.45541227,1713,2004
RPL9,USP7,0.45540345,791,2356
CSDE1,RAB8B,0.4553884,161,2299
S100A4,XIAP,0.4553877,183,2929
RAD23B,SCYL2,0.45537755,1581,2004
FIP1L1,CLYBL,0.45537302,802,2116
WASL,USP7,0.45536858,1357,2356
NRDC,KCMF1,0.45535678,94,384
STIM1,AMBRA1,0.45535412,1771,1805
RSBN1L,RALGAPB,0.45534912,1308,2768
FIP1L1,SCAI,0.4553293,802,1608
SCYL2,USP8,0.4553241,2004,2278
IPO9,MBD2,0.4553151,239,2616
NRDC,FIP1L1,0.45530838,94,802
STIM1,MBD2,0.45530748,1771,2616
HADHB,RSBN1L,0.4552724,305,1308
CSDE1,CLYBL,0.45522854,161,2116
FIP1L1,STIM1,0.45520857,802,1771
PPIG,RALGAPB,0.45519325,458,2768
AMBRA1,LAMP2,0.45518658,1805,2927
USP7,LAMP2,0.45518652,2356,2927
AGO3,RPS6KC1,0.45517945,67,253
ZDHHC17,XPO4,0.4551719,1986,2050
AGO3,YWHAG,0.45515808,67,1304
KIF2A,XIAP,0.45515278,937,2929
AGO3,SERINC1,0.45514607,67,1192
MIGA1,RC3H2,0.45514554,119,1601
UBXN4,SCYL2,0.45513222,428,2004
IPO9,OCIAD1,0.4551101,239,800
IQCB1,XIAP,0.4551057,654,2929
SRRM1,WASL,0.45509905,40,1357
KPNA6,ZC3H7A,0.45509115,57,2362
ERCC6L2,MOSMO,0.45503303,1571,2375
AP3S2,MBD2,0.45501122,2339,2616
AGO3,IWS1,0.45499793,67,418
AMBRA1,CTNNBL1,0.4549709,1805,2767
AGO3,UBAP1,0.45496133,67,1542
AGO3,KPNA4,0.4549411,67,707
SCYL2,KDM2B,0.45494083,2004,2035
AMBRA1,ELP2,0.4549218,1805,2603
HMGN3,USP7,0.45491567,1154,2356
PPP2CA,MBD2,0.4549083,1002,2616
FIP1L1,RPL26,0.45490795,802,2453
AGO3,AGPAT3,0.4548855,67,2821
ANAPC5,MBD2,0.45488346,2034,2616
FIP1L1,MICAL3,0.45488125,802,2831
FAM126B,TLK2,0.45486638,489,2534
UQCC1,RALGAPB,0.45485228,2761,2768
MARK2,PPP4R3A,0.45484915,1821,2219
WASL,OAZ1,0.45484877,1357,2643
HDLBP,TNPO3,0.4548208,539,1360
COPB1,CTNNBL1,0.4548147,1784,2767
CSDE1,GABPB1-AS1,0.45481446,161,2277
PPIG,MARS,0.45481363,458,1964
TNPO3,RAD23B,0.45480806,1360,1581
TNPO3,MBD2,0.4548062,1360,2616
KCMF1,PPIG,0.45479494,384,458
CSDE1,RPS25,0.45477593,161,1876
SCYL2,RPL28,0.45477194,2004,2717
FASTKD1,NEK1,0.45476195,457,890
PPIG,ZMYND8,0.4547538,458,2773
RPS23,XIAP,0.45474142,963,2929
PPIG,ITGB2,0.4547289,458,2826
SLAIN2,SECISBP2L,0.45471823,798,2275
ZC3H7A,UQCC1,0.4547099,2362,2761
SLAIN2,AP3S2,0.4547098,798,2339
KPNA6,SLAIN2,0.4547095,57,798
MIGA1,IPO9,0.45470372,119,239
ERCC6L2,VPS39,0.45470074,1571,2262
PPIG,TXNDC11,0.45468605,458,2361
RSBN1L,ANAPC5,0.45468104,1308,2034
MIGA1,PLCB2,0.45466527,119,2257
NRDC,AMBRA1,0.45464334,94,1805
DIPK1A,SCYL2,0.45461482,133,2004
TPM3,FIP1L1,0.4546055,186,802
IPO9,PPP2CA,0.4545935,239,1002
IPO9,SCYL2,0.45454264,239,2004
SLAIN2,USP8,0.45454192,798,2278
RALGAPB,XIAP,0.4545249,2768,2929
PCGF5,MARK2,0.45452294,1713,1821
PPP4R3A,XIAP,0.45447946,2219,2929
SCYL2,CPPED1,0.45447353,2004,2365
DIPK1A,AMBRA1,0.45446277,133,1805
SCLT1,AMBRA1,0.45445532,863,1805
PPIG,TLK1,0.45445198,458,460
XPO4,TLK2,0.45443407,2050,2534
HNRNPK,MARK2,0.4543789,1557,1821
SLAIN2,RNF138,0.45437777,798,2597
AGO3,MSRA,0.45437768,67,1399
FIP1L1,REPS1,0.45437562,802,1209
CSNK1G3,ERCC6L2,0.45436525,993,1571
MBD2,CTNNBL1,0.45435834,2616,2767
MIGA1,RNF138,0.4543431,119,2597
ADD1,XIAP,0.45433494,763,2929
CASD1,ERCC6L2,0.45430306,1321,1571
MIGA1,RALGAPB,0.454295,119,2768
RSBN1L,UQCC1,0.45425376,1308,2761
FAM126B,ERCC6L2,0.45423764,489,1571
SCYL2,TASP1,0.4542361,2004,2737
WASL,STAM,0.4542324,1357,1644
PARP4,XIAP,0.4542256,2054,2929
IPO9,UQCC1,0.45422155,239,2761
CSDE1,SPI1,0.45421627,161,1809
UPF2,AMBRA1,0.45420173,1639,1805
ARFGEF2,XIAP,0.4541945,2775,2929
SP140L,SLAIN2,0.45416564,524,798
HADHB,OCIAD1,0.45416096,305,800
AGO3,R3HDM1,0.45415482,67,427
DYNC1H1,MBD2,0.45415437,2234,2616
WDR11,TLK2,0.454137,1753,2534
C1GALT1,MARK2,0.45412505,1254,1821
ZDHHC17,TLK2,0.45411816,1986,2534
KDM2B,USP7,0.45411736,2035,2356
PPIG,MAP3K1,0.45411468,458,933
PPIG,MCTP1,0.4541066,458,970
PPP4R3A,MBD2,0.45409524,2219,2616
KCMF1,UQCC1,0.45409453,384,2761
CDC42SE1,WASL,0.45408827,179,1357
C1GALT1,USP7,0.45408484,1254,2356
HADHB,WASL,0.4540752,305,1357
CD164,USP7,0.45406726,1179,2356
SLAIN2,RC3H2,0.45401597,798,1601
COPB1,DYNC1H1,0.45400938,1784,2234
FIP1L1,RPL28,0.4540091,802,2717
CSDE1,FOXN2,0.4540057,161,338
SERINC1,AMBRA1,0.4540029,1192,1805
PPIG,ZNF451,0.4539905,458,1140
WDR11,ZDHHC17,0.453986,1753,1986
ANAPC5,UQCC1,0.45397893,2034,2761
FBXO28,PPIG,0.45397782,264,458
RAB8B,USP7,0.4539681,2299,2356
RPS18,ZC3H7A,0.45396549,1113,2362
TNKS2,MARK2,0.4539627,1715,1821
FIP1L1,RAB8B,0.45395976,802,2299
WASL,ELP2,0.45395148,1357,2603
USP7,CTNNBL1,0.45393696,2356,2767
STAM,MBD2,0.45393005,1644,2616
AGO3,RPL9,0.4539087,67,791
FIP1L1,SPI1,0.45388642,802,1809
IPO9,HDLBP,0.4538828,239,539
AMBRA1,CLYBL,0.45387977,1805,2116
FIP1L1,GLG1,0.45387596,802,2416
PCGF5,AMBRA1,0.45387062,1713,1805
SCYL2,RPL3,0.45386845,2004,2854
MIGA1,UBXN4,0.45384616,119,428
KPNA6,ANAPC5,0.45384347,57,2034
FAM222B,MBD2,0.45383713,2473,2616
SLAIN2,DYNC1H1,0.45382217,798,2234
NEK1,XPO4,0.45382184,890,2050
IFNAR1,XIAP,0.45381078,2805,2929
TMSB10,ZC3H7A,0.45380592,383,2362
SERINC1,USP7,0.45380303,1192,2356
TGOLN2,MARK2,0.45378917,385,1821
IPO9,ZC3H7A,0.4537877,239,2362
AMBRA1,RALGAPB,0.4537834,1805,2768
PPIG,TNPO3,0.45376882,458,1360
NEK1,ERCC6L2,0.45374292,890,1571
COPB1,RALGAPB,0.45373118,1784,2768
SRSF5,USP7,0.45372963,2193,2356
AGO3,ZMYND8,0.45371702,67,2773
PPIG,MBD2,0.4537052,458,2616
AMBRA1,GLG1,0.4536899,1805,2416
KCMF1,MARK2,0.45368904,384,1821
ARHGEF2,MARK2,0.45368037,193,1821
HMGN3,ZC3H7A,0.4536714,1154,2362
USP7,SREBF2,0.4536656,2356,2858
FOXN2,FIP1L1,0.45365852,338,802
AKAP11,XIAP,0.4536512,2073,2929
ZC3H7A,OAZ1,0.4536265,2362,2643
MIGA1,USP8,0.45362246,119,2278
PPIG,GANC,0.4536165,458,2264
FIP1L1,AATF,0.4535982,802,2494
SLAIN2,SCYL2,0.45359552,798,2004
PPIG,CDK17,0.45359403,458,2000
PPIG,RPL26,0.45357913,458,2453
RPS14,XIAP,0.4535742,1027,2929
MIGA1,CDC42SE1,0.45356414,119,179
NRDC,USP7,0.4535549,94,2356
KPNA6,SEC62,0.4535468,57,709
USP47,MARK2,0.45354664,1780,1821
PPIG,ARFGEF2,0.45354447,458,2775
CSDE1,ANAPC10,0.4535234,161,872
TNPO3,UQCC1,0.45352027,1360,2761
TIAL1,SCYL2,0.45351595,1751,2004
KPNA6,UQCC1,0.4535105,57,2761
TGOLN2,FIP1L1,0.4534978,385,802
TLK1,MARK2,0.45349103,460,1821
CNBP,AMBRA1,0.4534616,673,1805
FIP1L1,UPF2,0.45346096,802,1639
CSDE1,STIM1,0.45344666,161,1771
CSDE1,FAM222B,0.45343733,161,2473
HADHB,PPP2CA,0.45343134,305,1002
SRRM1,MIGA1,0.4534301,40,119
KPNA6,DYNC1H1,0.45342556,57,2234
NRDC,CSDE1,0.45341006,94,161
MINDY2,XIAP,0.4534092,2291,2929
FIP1L1,MBD2,0.4534055,802,2616
STAM,ZC3H7A,0.45339957,1644,2362
AMBRA1,RAB8B,0.45337218,1805,2299
PPIG,RABGEF1,0.45336205,458,1295
AGO3,SRSF5,0.45334557,67,2193
AGO3,RABGEF1,0.4533392,67,1295
CSDE1,MINDY2,0.4533359,161,2291
MIGA1,KCMF1,0.45331103,119,384
TNPO3,COPB1,0.45329788,1360,1784
AGO3,RHOQ,0.45328385,67,334
SCYL2,RAB8B,0.45326197,2004,2299
TIAL1,MBD2,0.45324323,1751,2616
MIGA1,SP140L,0.45321777,119,524
PTMA,XIAP,0.45321706,528,2929
WASL,SRSF5,0.45321196,1357,2193
UPF2,MARK2,0.45321062,1639,1821
RSBN1L,YWHAZ,0.45318955,1308,1480
EIF4A2,ZDHHC17,0.45318538,738,1986
CDC42SE1,AMBRA1,0.45317587,179,1805
USP7,GLG1,0.4531605,2356,2416
ERCC6L2,TM7SF3,0.4531579,1571,1925
CSDE1,TGOLN2,0.453142,161,385
IPO9,ANAPC5,0.45312938,239,2034
ZC3H7A,MBD2,0.45311537,2362,2616
RSBN1L,STAM,0.45311052,1308,1644
ISG15,SCYL2,0.45310792,0,2004
WASL,AMBRA1,0.45310017,1357,1805
FIP1L1,RPS9,0.4530965,802,2713
KCMF1,AMBRA1,0.45308077,384,1805
FIP1L1,ITGB2,0.45305973,802,2826
PPIG,RPL3,0.4530595,458,2854
CSDE1,SPCS3,0.45305938,161,894
PPP2R2D,MARK2,0.45305482,1762,1821
MARK2,RAB8B,0.4530544,1821,2299
C1GALT1,SCYL2,0.4530539,1254,2004
USP7,RALGAPB,0.4530517,2356,2768
HADHB,SEC62,0.45304328,305,709
ARHGEF2,AMBRA1,0.45303681,193,1805
AGO3,TASOR,0.45303315,67,616
AGO3,SCAI,0.45302105,67,1608
RC3H2,COPB1,0.4530167,1601,1784
HDLBP,CTNNBL1,0.45301625,539,2767
OSBPL9,XPO4,0.45301,93,2050
PLCB2,ZC3H7A,0.45298916,2257,2362
USP7,OAZ1,0.452982,2356,2643
UQCC1,CTNNBL1,0.4529817,2761,2767
MARK2,LAMP2,0.4529727,1821,2927
EXOC1,TLK2,0.45293492,806,2534
SP140L,WASL,0.4529291,524,1357
SLAIN2,TIAL1,0.4529054,798,1751
MIGA1,CNBP,0.45289654,119,673
MIGA1,TNPO3,0.45287576,119,1360
MDN1,AMBRA1,0.45286506,1164,1805
CSDE1,MDN1,0.4528622,161,1164
HNRNPR,KCMF1,0.45285314,37,384
ERCC6L2,GLYR1,0.45285138,1571,2354
TTC37,ERCC6L2,0.45284304,971,1571
WASL,HNRNPK,0.45283064,1357,1557
CSDE1,REPS1,0.45280764,161,1209
MBD2,CABIN1,0.45280635,2616,2836
FIP1L1,COTL1,0.45277473,802,2423
USP7,TASP1,0.45276347,2356,2737
SLAIN2,NPLOC4,0.45275378,798,2568
MTA3,ERCC6L2,0.45273975,326,1571
PPIG,EIF3A,0.45272428,458,1748
REPS1,AMBRA1,0.45271567,1209,1805
CLTA,ZDHHC17,0.45271534,1544,1986
CSDE1,PRKAR2A,0.45271438,161,598
KCMF1,SPPL2A,0.45271188,384,2280
CDC42SE1,ZC3H7A,0.45270482,179,2362
RSBN1L,SUPT20H,0.4527048,1308,2068
DIPK1A,USP7,0.4526844,133,2356
NFE2L2,XIAP,0.4526646,470,2929
WASL,ANAPC5,0.45264336,1357,2034
KCMF1,OCIAD1,0.45262754,384,800
PPP2R2D,XIAP,0.45262668,1762,2929
STIM1,USP7,0.4526265,1771,2356
USP7,FAM222B,0.45261726,2356,2473
IFIT2,SCYL2,0.45260492,1709,2004
AATF,MBD2,0.45258835,2494,2616
EIF3E,USP7,0.4525846,1488,2356
RSBN1L,NPLOC4,0.45258152,1308,2568
NDUFAF6,XIAP,0.45257097,1473,2929
NRDC,TNPO3,0.45253924,94,1360
NEK1,CLTA,0.45253232,890,1544
ANAPC5,RALGAPB,0.45251527,2034,2768
HADHB,MBD2,0.45250797,305,2616
MIGA1,WASL,0.4525076,119,1357
PRKAR2A,FIP1L1,0.4524819,598,802
CSDE1,NDUFAF6,0.4524748,161,1473
SERINC5,SCYL2,0.45245093,958,2004
FIP1L1,EPS15L1,0.45243257,802,2667
PPP2CA,CTNNBL1,0.45242447,1002,2767
YWHAZ,ZC3H7A,0.45240182,1480,2362
CD164,WASL,0.45238957,1179,1357
KPNA6,HADHB,0.45238754,57,305
TPM3,USP7,0.4523834,186,2356
SCLT1,MARK2,0.4523832,863,1821
FIP1L1,TMEM106A,0.4523794,802,2507
MIGA1,C1GALT1,0.45236713,119,1254
SRSF4,ERCC6L2,0.45234212,52,1571
AGO3,MON2,0.45234132,67,1968
TM9SF2,XIAP,0.45232043,2115,2929
CSDE1,COTL1,0.4523159,161,2423
SLAIN2,MBD2,0.45231444,798,2616
SLAIN2,SPPL2A,0.45231083,798,2280
KIF2A,MARK2,0.45230606,937,1821
KPNA6,RSRC2,0.45229343,57,2038
FIP1L1,MDN1,0.4522893,802,1164
AGO3,TOP2B,0.4522853,67,562
PRDX1,ZC3H7A,0.45227042,84,2362
TNPO3,AMBRA1,0.45226997,1360,1805
SERINC5,WASL,0.45226964,958,1357
MIGA1,RPL9,0.4522615,119,791
CLTA,TLK2,0.45225307,1544,2534
RSBN1L,HNRNPK,0.45222825,1308,1557
STAM,UQCC1,0.4522255,1644,2761
FIP1L1,RALGAPB,0.45222268,802,2768
FIP1L1,RPL3,0.4522205,802,2854
FIP1L1,SERINC5,0.45221573,802,958
RSBN1L,RC3H2,0.45220587,1308,1601
KCMF1,PPP2CA,0.45220304,384,1002
AGO3,RPS9,0.45218864,67,2713
NEK1,WDR11,0.4521718,890,1753
PPIG,SPCS3,0.4521586,458,894
SLAIN2,ELP2,0.45215762,798,2603
PRKAR2A,USP7,0.45212883,598,2356
AGO3,LYRM4,0.45209756,67,1067
MIGA1,CTNNBL1,0.45209324,119,2767
CAMK2G,MARK2,0.4520895,1691,1821
DNAJC10,XIAP,0.45208102,474,2929
NRDC,MIGA1,0.45207283,94,119
CD47,SCYL2,0.45206928,645,2004
USP7,TAF1,0.4520496,2356,2907
USP7,CPPED1,0.45204738,2356,2365
NPLOC4,UQCC1,0.4520426,2568,2761
FIP1L1,MINDY2,0.45203623,802,2291
WASL,RC3H2,0.45203382,1357,1601
CSDE1,HLA-DQA1,0.45203266,161,1105
PPIG,CTSH,0.45202222,458,2331
CSDE1,GLG1,0.4519727,161,2416
UQCC1,CABIN1,0.45195836,2761,2836
IPO9,SLAIN2,0.45194656,239,798
YWHAZ,MBD2,0.4519357,1480,2616
PPIG,IQCB1,0.45192692,458,654
MIGA1,MDN1,0.4519263,119,1164
SPI1,USP7,0.4519175,1809,2356
CNBP,MARK2,0.45191,673,1821
SRRM1,RSBN1L,0.4519081,40,1308
STAM,RALGAPB,0.45188385,1644,2768
CSDE1,RPL18,0.45187435,161,2705
CSDE1,AATF,0.45186776,161,2494
CTSH,XIAP,0.4518675,2331,2929
MIGA1,FAM222B,0.45186368,119,2473
ERCC6L2,VEZT,0.4518378,1571,1998
TLK1,MBD2,0.45183477,460,2616
RPS18,WASL,0.45182514,1113,1357
KPNA6,AP3S2,0.4518194,57,2339
PRKAR2A,AMBRA1,0.45178938,598,1805
RBM4,TLK2,0.4517725,1825,2534
KPNA6,STAM,0.4517614,57,1644
PPIG,GABPB1-AS1,0.45175853,458,2277
UBXN4,SLAIN2,0.45174628,428,798
TNPO3,MARK2,0.4517437,1360,1821
FIP1L1,SPCS3,0.45173284,802,894
EXOC1,ZDHHC17,0.4517318,806,1986
HADHB,ZC3H7A,0.45172974,305,2362
PTP4A2,XIAP,0.45172867,55,2929
KCMF1,USP7,0.45171806,384,2356
FIP1L1,PIK3C2A,0.4517121,802,1788
MIGA1,SECISBP2L,0.4517,119,2275
CD47,FIP1L1,0.45169377,645,802
RPL6,ZC3H7A,0.45168364,2026,2362
ZC3H7A,RPL19,0.4516628,2362,2498
MIGA1,TPM3,0.45165712,119,186
EIF4A2,TLK2,0.45163625,738,2534
PIK3C2A,MARK2,0.45162803,1788,1821
SUPT20H,ZC3H7A,0.4516208,2068,2362
FIP1L1,NDUFAF6,0.45161927,802,1473
HNRNPR,SLAIN2,0.45161813,37,798
CSDE1,TMEM106A,0.45160538,161,2507
