names,scores,logfoldchanges,pvals,pvals_adj
DDX10,-3.0985205,-0.20597096,0.0019448944324441926,0.005354797799569346
POLA1,-3.0981917,-0.20592926,0.0019470537373547999,0.0053557561873099
LIPA,-3.097287,-0.18791191,0.0019530080889360295,0.0053671421180147205
INPP5B,-3.0957391,-0.18051401,0.0019632300282236737,0.005385223741611691
EDA,-3.0957997,-0.2148602,0.0019628288890162363,0.005385223741611691
YY1,-3.0944834,-0.18194516,0.001971559113830788,0.005403058665058054
SOCS6,-3.0919623,-0.24506895,0.0019883812150625372,0.0054441141230925204
PDGFC,-3.087358,-0.21395679,0.002019442830066226,0.00552404481822926
NARS2,-3.0864956,-0.1834149,0.002025309029739857,0.005534971165379628
PPIP5K2,-3.0862036,-0.19498363,0.0020272995107139835,0.005535295155292013
MVB12B,-3.0859206,-0.26515043,0.002029230771920166,0.005535457004213959
FUT8,-3.084794,-0.20237471,0.0020369318923063127,0.005551343415253241
CWC27,-3.0839467,-0.20463033,0.0020427423726019013,0.005562052666467608
BICRAL,3.0826354,0.07163927,0.0020517639525695136,0.005581477468029486
UBE2K,3.0796204,-0.04831913,0.002072645563325626,0.005633100120178195
SLC44A1,-3.0765042,-0.18924409,0.0020944336949792175,0.0056870894729600975
DAP,-3.0757134,-0.1857369,0.0020999956531937013,0.005696960684856674
NIN,-3.0737596,-0.19331188,0.0021137979856878223,0.005729148161025564
LRPPRC,-3.072353,-0.19423293,0.00212378542781734,0.005750946437780105
CLINT1,-3.0689752,-0.18918481,0.0021479435195367515,0.005811042074355145
SHPRH,-3.0669916,-0.21415083,0.0021622500366675944,0.005844399779182885
CCAR1,-3.0648417,-0.19433445,0.0021778515249707615,0.0058811935701721845
TUBGCP3,-3.0642657,-0.19631171,0.0021820505693350674,0.005887156508689593
SLC38A9,-3.060472,-0.20021947,0.0022098849280347034,0.005956818352049789
AATF,-3.0586412,-0.19042175,0.002223433507080255,0.005987880583275331
NGLY1,-3.055346,-0.18192904,0.0022480099537725336,0.006048558174072231
KPNA6,-3.0547678,-0.17436254,0.002252347711683409,0.006054720166770763
PPM1L,-3.0528316,-0.19526698,0.0022669298861686827,0.006088384807811803
ULK4,-3.0518632,-0.19706504,0.002274257124837881,0.006102521159841755
IRAK3,3.0508687,-0.018968826,0.002281802322944105,0.006117216200313434
ELF1,3.049948,-0.050577834,0.0022888101781448214,0.006125383681401945
NAP1L4,-3.0499241,-0.21012339,0.002288991872826902,0.006125383681401945
AGPS,-3.0488086,-0.19704862,0.0022975084574246405,0.006142615288069315
AKAP8L,-3.0435128,-0.16945261,0.0023383348965561206,0.006246121309048282
MAST3,-3.0414555,-0.16716333,0.0023543736348986153,0.006273373962427197
CREB3L2,-3.041531,-0.18670613,0.0023537832813673295,0.006273373962427197
ALG13,-3.041388,-0.20553258,0.00235490196087054,0.006273373962427197
PKP4,-3.0405169,-0.19994798,0.002361725547209391,0.006285888787667118
AC079015.1,-3.0382657,-0.19821042,0.0023794402888185485,0.006327342566579539
ESR1,-3.036568,-0.24116962,0.0023928809904003403,0.006357366656436484
ENOX2,-3.0361807,-0.20029955,0.0023959579310220136,0.006359827290872616
RNF169,-3.0357347,-0.18391769,0.0023995048424788512,0.006363529882699519
CABLES1,-3.0350769,-0.18293191,0.002404743132587934,0.006371707386256739
TPR,-3.0342584,-0.17924055,0.0024112779231936724,0.006373068633296379
EFCAB13,-3.0342872,-0.19228981,0.0024110476609429526,0.006373068633296379
GOSR1,-3.0342028,-0.19388475,0.002411722624504108,0.006373068633296379
RAD50,-3.0324683,-0.18400311,0.002425625490419247,0.006398371610320887
C1QA,-3.0325518,-0.19060256,0.0024249549479723937,0.006398371610320887
NFX1,-3.0311153,-0.20243299,0.002436521567088086,0.006421385270837318
CD163,-3.0300612,-0.19885495,0.0024450406457193962,0.006438099011034955
EXOC5,-3.0263798,-0.18403587,0.0024750115343374775,0.006505430317365263
ARFGEF2,-3.0265558,-0.19445811,0.0024735725037603237,0.006505430317365263
SIRPA,-3.025488,-0.2050335,0.0024823241870662125,0.006518856679533561
FNBP1L,-3.0207713,-0.21428734,0.0025213180334250898,0.0066153836955084215
CDH12,-3.0202844,-0.18000631,0.0025253739830678025,0.006618910403083687
DUSP22,-3.020073,-0.18480927,0.002527138939831411,0.006618910403083687
CASK,-3.0185044,-0.20764454,0.002540258045913482,0.0066473832228019164
AC090579.1,-3.0095043,-0.23281239,0.0026167445580606054,0.006841479803877286
PHTF2,-3.0065122,-0.19089231,0.0026426351475943924,0.006903067253919274
TCERG1,-3.0039413,-0.19310479,0.0026650679144572895,0.006955521467828954
NOL10,-3.0019565,-0.18087949,0.0026825054643988405,0.00699485772330456
INVS,-3.0013874,-0.22716707,0.002687525527080029,0.007001773553811141
LRMP,-2.9998713,-0.2199295,0.0027009367441464885,0.0070243359300274115
NEDD4L,-3.0001206,-0.2351024,0.002698726642555373,0.0070243359300274115
SARNP,-2.9994879,-0.17926297,0.0027043387733281365,0.00702700329765492
LINC01184,-2.9988055,-0.19696155,0.0027104033676029534,0.0070365783652343574
RBM25,-2.989242,-0.21926653,0.0027967044093903724,0.007254258718041519
IVNS1ABP,-2.9879954,-0.1813987,0.002808137866610183,0.00727753170163568
LUC7L2,-2.987635,-0.1970545,0.002811452864189401,0.007279742661478159
TPP2,-2.9868917,-0.20699885,0.00281829503998219,0.007291074744730827
YWHAH,-2.9842095,-0.17821877,0.0028431194280691178,0.007348867262937396
SWAP70,-2.9828367,-0.23143183,0.0028559029362600075,0.00737546286683043
COX10-AS1,-2.9811738,-0.20260753,0.0028714577160970944,0.007409162710732206
AC006230.1,-2.9803274,-0.18648958,0.0028794041491613785,0.00742318924940732
GCNT2,-2.9790816,-0.20163082,0.0028911364764953418,0.007446942997383907
SUFU,-2.9749403,-0.18867338,0.002930455691408899,0.007541651418186349
SIPA1L1,2.9725404,-0.001153961,0.0029534645273207147,0.007594256180249873
MECP2,-2.9708884,-0.17746052,0.002969397807631819,0.007621969893374382
MIA2,-2.9709678,-0.20001154,0.002968629531805922,0.007621969893374382
ZNF292,2.9671283,-0.047419544,0.003005954862167981,0.007704449818460277
DCAF8,-2.967048,-0.17562224,0.003006741660636848,0.007704449818460277
NFIC,2.9665055,-0.005428664,0.0030120501683278777,0.007711369998048083
RCOR3,-2.9639475,-0.19449776,0.0030372011382516027,0.007769034399489609
PHF11,-2.96162,-0.16873635,0.003060252365400728,0.007821232709152942
TTC13,-2.9600961,-0.18270329,0.0030754306849815295,0.007853237077280124
FCGR3A,-2.9587283,-0.18836178,0.003089113989214565,0.007874577643196093
NUTM2B-AS1,-2.9587471,-0.21052776,0.0030889248083524603,0.007874577643196093
RYR1,2.9566083,0.002890843,0.0031104293413389866,0.007922084033022725
TTLL5,-2.9554968,-0.19072688,0.0031216599315369376,0.007943845454005788
LINC01268,-2.9534922,-0.19089372,0.0031420066247583632,0.007988747712304798
CYTH1,2.9510534,0.016005177,0.003166922381932504,0.00804517996853472
SLC2A9,-2.950491,-0.18649721,0.0031726921936018593,0.008052919155777423
SLC11A1,2.9490397,0.061223995,0.0031876299601199588,0.008083895190458592
TRAPPC10,-2.9454198,-0.20125951,0.003225167192665295,0.00817151090866459
SPECC1,-2.9451764,-0.25245506,0.003227705357227,0.00817151090866459
APP,-2.94419,-0.1814266,0.0032380113427551553,0.008183589350877773
PJA2,-2.9442418,-0.20893593,0.0032374709106193947,0.008183589350877773
TPT1,-2.9400287,-0.1792937,0.0032818182989138587,0.00828722178470391
AC120193.1,-2.9386957,-0.17872222,0.003295966188713355,0.008310301620987432
CHFR,-2.938638,-0.18337081,0.0032965788980109092,0.008310301620987432
AC016831.7,-2.9370525,-0.17911446,0.0033134797282816605,0.008345791785799719
PACS2,-2.9360342,-0.18312395,0.003324375536310042,0.008358995289854418
URI1,-2.9361951,-0.19435924,0.0033226512988506073,0.008358995289854418
TMSB10,-2.9350579,-0.16940394,0.0033348555252900552,0.008378222419951311
PARP4,-2.931892,-0.22775738,0.003369040106042115,0.008456919858715224
NMT1,-2.9272418,-0.16282704,0.0034198284259700797,0.008577126934345654
SH3BP2,-2.9262226,-0.1560934,0.0034310531192076987,0.008597986502963699
P2RY13,-2.924803,-0.19015111,0.0034467426180707778,0.008629989772764851
HAVCR2,-2.923593,-0.2341763,0.003460166994207434,0.008656272252006247
KCMF1,-2.92288,-0.18584143,0.0034681028201036176,0.008668791241797461
PRORP,-2.9220583,-0.18797857,0.003477263913896801,0.008684349149825034
MROH1,-2.9214613,-0.16476849,0.003483935304422428,0.008693668097195881
RNF213,2.91879,-0.027254784,0.0035139273840830445,0.008761115745981082
PCLO,-2.9177341,-0.16690004,0.003525848334130006,0.008783431780979298
WIPF1,2.9173398,-0.04084224,0.003530309896190135,0.008787143403227464
SYK,2.9161854,-0.037670832,0.0035433982111944262,0.008812303204795558
ARAP1,-2.9151423,-0.1898518,0.003555262954783826,0.00883438030024855
RBM4,-2.914879,-0.15910116,0.003558263096425416,0.008834411398933633
ATP9B,2.9137824,-0.0020726016,0.003570786599871003,0.008858067093807513
ATP11A,2.9119606,-0.014701252,0.003591679701007971,0.008898303413364034
MSL2,-2.911582,-0.16981414,0.0035960340138552656,0.008898303413364034
IFNAR1,-2.9117203,-0.17154814,0.0035944448765089397,0.008898303413364034
SAT1,2.910266,-0.044746965,0.0036112143759912006,0.008928395409536773
KAT6A,2.9052353,-0.034308087,0.0036697705533719717,0.009065590247552982
LYST,2.9017863,-0.037353422,0.003710415550049077,0.009158346228293089
CDC14A,-2.900508,-0.18193801,0.003725585494326239,0.009188120355898824
MAPK8,-2.896431,-0.17801568,0.0037743368819735125,0.009300595133329731
GATAD2A,-2.8935483,-0.18358348,0.0038091588786883504,0.009378586847861326
CHD7,2.8888078,-0.019622786,0.0038670547637409502,0.009508187128526182
SHTN1,2.8887124,-0.07246741,0.0038682276346354402,0.009508187128526182
PRDM11,-2.8882048,-0.22120056,0.0038744761685917694,0.00951563623797829
PNISR,2.8800232,-0.03579315,0.003976459295058892,0.009758000112439123
AFF1,2.8786504,-0.0870208,0.003993808922651505,0.009792448577347016
HSP90AB1,-2.8774831,-0.16965806,0.004008613899324305,0.009820605882603124
EIF3A,-2.8746817,-0.1718792,0.0040443493437943324,0.009899951166887286
PTGES3,-2.8734488,-0.1875637,0.004060166907867793,0.009930449583593933
GALK2,-2.8711948,-0.17014468,0.004089232435536791,0.009993272985026686
RICTOR,2.8694713,-0.0028036004,0.004111584770927414,0.010031316969993698
CWF19L2,-2.8694882,-0.17583066,0.00411136521987537,0.010031316969993698
TRIP11,-2.8677728,-0.1629546,0.0041337234602549944,0.010072635742629127
RAB11FIP2,-2.8676496,-0.17422324,0.004135333037386459,0.010072635742629127
UBE2H,-2.8670783,-0.20206906,0.0041428042374602346,0.01008252850219746
KRCC1,-2.8639243,-0.17763829,0.004184279220137754,0.01017509346541722
PRKN,2.8604822,0.021002175,0.004229972036407728,0.010271536473349534
RPL15,-2.8604138,-0.15958868,0.004230886514893383,0.010271536473349534
CABIN1,-2.858869,-0.1602991,0.004251543028388989,0.010313217994213487
LINC01684,-2.8580444,-0.19545929,0.004262606091678897,0.010331578863192211
BTAF1,-2.8565366,-0.2145697,0.0042829070606264005,0.010372281882286869
IREB2,-2.8523355,-0.18991782,0.004339926777992577,0.01049357710221256
SNX9,-2.8523235,-0.2142441,0.004340089548869111,0.01049357710221256
PHLPP1,-2.851203,-0.19051236,0.004355414745900874,0.010522027290546474
NR3C1,-2.8499155,-0.23259959,0.004373082967879004,0.010556086804912828
CHRM3,-2.8493226,-0.16202177,0.004381243637899546,0.010567159410496702
SPI1,2.8473656,0.12770404,0.004408270506398395,0.010623680429845196
LRRFIP1,2.8418484,-0.05020525,0.004485282550847527,0.01080047272219555
RPS29,-2.8398438,-0.15425782,0.0045135647878880684,0.010842088609086125
TCAIM,-2.8400424,-0.17652611,0.004510754595972074,0.010842088609086125
PIP5K1A,-2.839943,-0.20099686,0.004512159493729909,0.010842088609086125
MAT2A,-2.8384778,-0.16232195,0.004532927832228176,0.010879762662255451
RNASEH2B,-2.8380516,-0.17838615,0.0045389844851087,0.010885464008488586
FBXO11,2.8375788,-0.069521405,0.004545713266024977,0.01089164397413684
ICE1,-2.8365784,-0.16193132,0.004559978099418806,0.01089164397413684
PRKX,-2.8370175,-0.16432543,0.004553711886372376,0.01089164397413684
CSTF3,-2.836789,-0.17622292,0.004556971611451793,0.01089164397413684
RALGPS2,-2.837235,-0.19093488,0.004550610024354843,0.01089164397413684
UGGT2,-2.8350368,-0.21969622,0.0045820426383158044,0.010935512575867501
DPYSL2,2.8344505,0.019160176,0.004590455910520093,0.010946756554361222
HNRNPA3,-2.8323267,-0.23285979,0.004621060664634938,0.011010859295185745
TNRC18,2.8316472,-0.07998077,0.0046308908372155325,0.011025397911148413
MGRN1,-2.8299415,-0.14445263,0.004655650349620476,0.01107542886872707
TAF1D,-2.8281643,-0.18204735,0.004681575565943004,0.01112815028013944
TFCP2,-2.8275564,-0.21698567,0.004690474296124221,0.011140347384449254
MFSD4B,-2.8251464,-0.17477539,0.004725900187772065,0.011215479017048152
ZNF780B,-2.8197246,-0.16768284,0.004806488089740467,0.011397582422905022
HLA-DQA1,-2.8188396,-0.30276322,0.0048197612312187955,0.011419899006982355
MICU2,-2.8174715,-0.18039767,0.00484033951285288,0.011459474731389885
WDR43,-2.8145778,-0.17102449,0.004884134399278374,0.011553908334932922
ANAPC5,-2.813818,-0.16022328,0.004895694905363324,0.011570689865504802
NUDCD3,-2.8135974,-0.18236461,0.0048990543495475184,0.011570689865504802
HERC3,-2.810643,-0.21575427,0.004944260316593736,0.011668138672121053
IDS,-2.8096845,-0.15862454,0.0049590095594359606,0.011685702276468271
NHLRC2,-2.8096457,-0.17750566,0.004959606478514603,0.011685702276468271
CBFA2T2,-2.809165,-0.18953812,0.004967019806356127,0.011693851566397347
PRKRIP1,-2.8045845,-0.16610973,0.005038149646413203,0.011851876296295817
CAPN7,-2.8040023,-0.16719276,0.0050472550030271094,0.01186385774558916
SOX5,-2.8030884,-0.165048,0.005061580118021293,0.011888079752969787
SNX27,-2.8016222,-0.20069396,0.005084639385034414,0.01193276084249743
GNG7,2.7978473,-0.018413777,0.005144443639670094,0.012063536750598309
SAMD8,-2.7961178,-0.15724683,0.005172055178862682,0.012118674456336728
ZBTB46,-2.7933621,-0.15757212,0.005216326436488095,0.012212729432062785
LPAR1,-2.791154,-0.18484528,0.005252050895976214,0.012286641217881063
EPB41,2.7877724,0.032047033,0.005307182943860992,0.01240580234387111
SLC23A2,-2.7834392,-0.20636256,0.00537859488572526,0.01255288482801073
TRPS1,-2.7835157,-0.2138039,0.0053773268034701845,0.01255288482801073
RBMS3,-2.7825313,-0.21122622,0.005393667825593608,0.012578135457634304
NSMAF,-2.7812884,-0.18137164,0.005414360118261675,0.012606506196613994
GMDS,-2.7814791,-0.21053924,0.005411179674051413,0.012606506196613994
EIF4E,-2.7783172,-0.15583287,0.00546412388162271,0.012712363743476281
CAPZA2,-2.777429,-0.1957434,0.005479078044798092,0.012737133473638333
RELCH,-2.776696,-0.22411998,0.005491450580321992,0.012755867530253047
WAC,2.775805,-0.080937535,0.005506522692393304,0.012780837991685242
RPSA,-2.7734635,-0.15694454,0.005546305000151799,0.012858805637303194
ASXL2,-2.7733166,-0.2242436,0.0055488116311122335,0.012858805637303194
SRGAP2C,2.7713814,-0.08839925,0.005581899727830812,0.012925354342361558
OLA1,-2.770847,-0.18980418,0.005591069341839558,0.012936456998293875
TDRD3,-2.7669828,-0.1774311,0.005657775507848567,0.013080564641679605
GSN,-2.765135,-0.25108656,0.005689923996095752,0.013144613481605578
LINC00632,-2.7643533,-0.14888693,0.005703576144987357,0.013165866245689006
ATRN,-2.7633002,-0.22205673,0.0057220107378941456,0.013198116811195778
MOB3A,-2.7617664,-0.14803885,0.00574895878157845,0.013249938516856958
TAF15,-2.7587366,-0.22078349,0.005802528218384497,0.013362987493584857
NAA35,-2.7584665,-0.16152965,0.005807327347553675,0.01336363188071301
PKM,-2.7576985,-0.15463507,0.005820985591691684,0.013384645718998686
VPS13B,2.7562373,-0.11549548,0.0058470569123541365,0.013434147078345907
TRIO,2.7553492,-0.12182091,0.005862953133766099,0.013460211503529778
ZNF518A,-2.7546697,-0.1856125,0.005875141636652138,0.013477729883305176
SKIL,-2.7540507,-0.20363608,0.005886263023328543,0.013492775007738374
ATP6V0E1,-2.7512474,-0.15914111,0.0059368775280886485,0.01358772976049391
GPATCH2,-2.751301,-0.17545132,0.0059359053317697506,0.01358772976049391
CUL4A,-2.750713,-0.17081583,0.005946571323364936,0.013588880527967633
MAP4,-2.7507288,-0.20300014,0.005946282826388522,0.013588880527967633
IVD,-2.7502432,-0.14683697,0.005955105715446753,0.013597874595039418
SUZ12,-2.7494187,-0.15385059,0.005970108179257719,0.013621138723714512
UBASH3B,-2.7491772,-0.2012165,0.005974506907222767,0.013621138723714512
AGTPBP1,-2.7479384,-0.22066326,0.005997125781746711,0.01366217329478045
ZC3H14,-2.7451968,-0.15970314,0.006047462998310771,0.013766241790611972
F13A1,-2.744694,-0.34412792,0.006056732666579541,0.013776737303904387
HLA-DPB1,-2.7384734,-0.15964794,0.006172513389179484,0.014018526952230211
GNAS,-2.738526,-0.24917942,0.0061715251447452745,0.014018526952230211
GPRIN3,2.7372615,0.040792964,0.006195301085160644,0.014059098282993295
SRSF10,-2.737018,-0.15123878,0.006199886425777226,0.014059098282993295
DDX17,2.7356384,-0.104922004,0.00622594031742318,0.01410736055066693
FNIP1,2.7321,-0.023843257,0.006293204917290974,0.01424885676908837
AL162414.1,-2.7292926,-0.23432972,0.0063470355202739385,0.014359742948316784
CTNNA1,2.7253578,0.044268936,0.006423183462473068,0.014520912460652034
NCK1-DT,-2.7233572,-0.15530698,0.006462215814697847,0.014597992485914082
RNF24,-2.7188382,-0.16794547,0.006551164123709816,0.014787627720465591
SACM1L,-2.7172549,-0.16776179,0.006582591761753095,0.014847234049964839
TNFAIP8,-2.715852,-0.18138795,0.006610544221630203,0.014898917121463805
MALT1,-2.7154121,-0.16344792,0.006619335978845273,0.014907369755860983
MOSMO,-2.7149212,-0.15977299,0.006629152277317471,0.014918115132441219
LY96,-2.7109935,-0.16098,0.006708195259377835,0.015084512077551527
AC245297.3,-2.7084265,-0.15140519,0.006760307769129061,0.015190144432609904
AGO3,2.7076795,0.019182796,0.0067755418400708076,0.015201272550143686
SAMD12,-2.707901,-0.1841551,0.006771021074965662,0.015201272550143686
ITGB1,-2.707298,-0.16181704,0.006783332833603508,0.01520721394159634
WDR26,-2.704147,-0.1907365,0.006847998248836317,0.015340553652885598
CNOT4,-2.7002609,-0.22420998,0.006928512034302226,0.015509167362173872
ITPKB,-2.6989496,-0.16522656,0.00695587051956533,0.015558630201478579
TAL1,-2.69811,-0.14913699,0.006973434996255511,0.01558612795459376
PABPC1,-2.6965296,-0.23426409,0.007006614247017988,0.01564845795198806
LINC00472,-2.6946642,-0.17814927,0.007045961087067233,0.01572445806374174
PHF3,-2.6916323,-0.20310344,0.007110328313233765,0.015856139383282234
SMURF2,-2.6911287,-0.2416617,0.007121072019043436,0.015868131092924974
PELI1,2.6887882,-0.04552176,0.007171188864939001,0.01596777520604264
RANBP2,-2.685086,-0.17735669,0.007251116408560808,0.016133597607309487
APPBP2,-2.6834805,-0.15964553,0.007286020188602755,0.016186898345378172
MPZL1,-2.6836803,-0.2127842,0.007281670620857905,0.016186898345378172
PPHLN1,-2.6818137,-0.1867071,0.0073224225727959325,0.016255558219037215
REEP3,-2.680119,-0.15698946,0.0073595995897105405,0.016325833448442663
E2F3,-2.6777368,-0.21111776,0.007412142908915842,0.016430064903796213
ROCK1,2.6702845,-0.08930264,0.007578701347862966,0.016786681562270256
OSTF1,-2.6695712,-0.19116281,0.007594816918707364,0.01680978565016293
PPM1B,-2.6686215,-0.18398733,0.007616322101955006,0.016844775209783808
CTNNB1,2.6678495,0.052120894,0.007633840882040866,0.016870902457544724
PDE4D,2.6656215,0.044365276,0.0076846159281652015,0.01697043263598544
NCOR1,2.6642525,-0.045858633,0.007715959767126418,0.01702693509805434
ARHGAP18,-2.660885,-0.17048635,0.007793556495335724,0.01718534418844723
PDK3,-2.659993,-0.15856653,0.007814228409682808,0.017218087486909138
