study,sample,guide_id,target_id,target_class,n_cells,total_counts
GSE311359,S5,SLC25A19_sig_e2_g4,SLC25A19_sig_e2,other,1,4151
GSE311359,S5,SLC25A19_sig_e2_g5,SLC25A19_sig_e2,other,17,72288
GSE311359,S5,SLC25A19_sig_e3_g1,SLC25A19_sig_e3,other,12,40074
GSE311359,S5,SLC25A19_sig_e3_g2,SLC25A19_sig_e3,other,4,15204
GSE311359,S5,SLC25A19_sig_e3_g3,SLC25A19_sig_e3,other,16,66020
GSE311359,S5,SLC25A19_sig_e3_g4,SLC25A19_sig_e3,other,11,33641
GSE311359,S5,SLC25A19_sig_e4_g1,SLC25A19_sig_e4,other,12,42739
GSE311359,S5,SLC25A19_sig_e4_g2,SLC25A19_sig_e4,other,5,19315
GSE311359,S5,SLC25A19_sig_e4_g3,SLC25A19_sig_e4,other,14,64778
GSE311359,S5,SLC25A19_sig_e4_g4,SLC25A19_sig_e4,other,13,57955
GSE311359,S5,SLC25A19_sig_e4_g6,SLC25A19_sig_e4,other,42,169401
GSE311359,S5,SLC25A19_sig_e4_g7,SLC25A19_sig_e4,other,6,25537
GSE311359,S5,SLC25A19_sig_e4_g8,SLC25A19_sig_e4,other,11,60083
GSE311359,S5,SLC25A19_sig_e4_g9,SLC25A19_sig_e4,other,14,53060
GSE311359,S5,SLC25A19_sig_e4_g10,SLC25A19_sig_e4,other,5,25896
GSE311359,S5,SLC25A19_sig_e4_g11,SLC25A19_sig_e4,other,17,91330
GSE311359,S5,SLC25A19_sig_e4_g12,SLC25A19_sig_e4,other,8,43272
GSE311359,S5,SLC25A19_sig_e4_g13,SLC25A19_sig_e4,other,14,58156
GSE311359,S5,SLC25A19_sig_e4_g14,SLC25A19_sig_e4,other,16,92305
GSE311359,S5,SLC25A19_sig_e4_g15,SLC25A19_sig_e4,other,5,24633
GSE311359,S5,SLC25A19_sig_e4_g16,SLC25A19_sig_e4,other,8,38505
GSE311359,S5,SLC25A19_sig_e4_g17,SLC25A19_sig_e4,other,8,38518
GSE311359,S5,SLC25A19_sig_e4_g18,SLC25A19_sig_e4,other,5,22729
GSE311359,S5,SLC25A19_sig_e4_g19,SLC25A19_sig_e4,other,5,21679
GSE311359,S5,SLC25A19_sig_e4_g20,SLC25A19_sig_e4,other,18,79595
GSE311359,S5,SLC25A19_sig_e5_g1,SLC25A19_sig_e5,other,8,25779
GSE311359,S5,SLC25A19_sig_e5_g2,SLC25A19_sig_e5,other,22,82903
GSE311359,S5,SLC25A19_sig_e5_g3,SLC25A19_sig_e5,other,5,24151
GSE311359,S5,SLC25A19_sig_e5_g4,SLC25A19_sig_e5,other,9,43697
GSE311359,S5,SLC25A19_sig_e5_g5,SLC25A19_sig_e5,other,2,18021
GSE311359,S5,SLC25A19_sig_e6_g1,SLC25A19_sig_e6,other,7,35805
GSE311359,S5,SLC25A19_sig_e6_g2,SLC25A19_sig_e6,other,9,49365
GSE311359,S5,SLC25A19_sig_e6_g3,SLC25A19_sig_e6,other,19,77736
GSE311359,S5,SLC25A19_sig_e6_g5,SLC25A19_sig_e6,other,16,84898
GSE311359,S5,SLC25A19_sig_e7_g1,SLC25A19_sig_e7,other,9,37537
GSE311359,S5,SLC25A19_sig_e7_g2,SLC25A19_sig_e7,other,3,13300
GSE311359,S5,SLC25A19_sig_e7_g3,SLC25A19_sig_e7,other,8,37920
GSE311359,S5,SLC25A19_sig_e7_g4,SLC25A19_sig_e7,other,1,5679
GSE311359,S5,IFNGR1_sig_e1_g1,IFNGR1_sig_e1,other,15,51710
GSE311359,S5,IFNGR1_sig_e1_g2,IFNGR1_sig_e1,other,8,31012
GSE311359,S5,IFNGR1_sig_e1_g3,IFNGR1_sig_e1,other,14,68454
GSE311359,S5,IFNGR1_sig_e1_g4,IFNGR1_sig_e1,other,16,61691
GSE311359,S5,IFNGR1_sig_e1_g5,IFNGR1_sig_e1,other,1,4963
GSE311359,S5,IFNGR1_sig_e2_g2,IFNGR1_sig_e2,other,18,75709
GSE311359,S5,IFNGR1_sig_e2_g3,IFNGR1_sig_e2,other,18,86150
GSE311359,S5,IFNGR1_sig_e2_g4,IFNGR1_sig_e2,other,11,46277
GSE311359,S5,IFNGR1_sig_e3_g1,IFNGR1_sig_e3,other,6,20836
GSE311359,S5,IFNGR1_sig_e3_g2,IFNGR1_sig_e3,other,9,32924
GSE311359,S5,IFNGR1_sig_e3_g3,IFNGR1_sig_e3,other,18,92462
GSE311359,S5,IFNGR1_sig_e3_g4,IFNGR1_sig_e3,other,5,32048
GSE311359,S5,IFNGR1_sig_e3_g5,IFNGR1_sig_e3,other,12,51240
GSE311359,S5,IFNGR1_sig_e3_g6,IFNGR1_sig_e3,other,1,5843
GSE311359,S5,IFNGR1_sig_e3_g7,IFNGR1_sig_e3,other,12,49060
GSE311359,S5,IFNGR1_sig_e4_g1,IFNGR1_sig_e4,other,2,10523
GSE311359,S5,IFNGR1_sig_e4_g2,IFNGR1_sig_e4,other,7,34634
GSE311359,S5,IFNGR1_sig_e4_g3,IFNGR1_sig_e4,other,15,71607
GSE311359,S5,IFNGR1_sig_e4_g4,IFNGR1_sig_e4,other,15,70040
GSE311359,S5,IFNGR1_sig_e4_g5,IFNGR1_sig_e4,other,9,36907
GSE311359,S5,IFNGR1_sig_e4_g6,IFNGR1_sig_e4,other,13,45008
GSE311359,S5,IFNGR1_sig_e4_g7,IFNGR1_sig_e4,other,7,26271
GSE311359,S5,IFNGR1_sig_e4_g8,IFNGR1_sig_e4,other,8,27303
GSE311359,S5,IFNGR1_sig_e4_g9,IFNGR1_sig_e4,other,2,12289
GSE311359,S5,IFNGR1_sig_e5_g1,IFNGR1_sig_e5,other,10,46235
GSE311359,S5,IFNGR1_sig_e5_g2,IFNGR1_sig_e5,other,3,12887
GSE311359,S5,IFNGR1_sig_e5_g3,IFNGR1_sig_e5,other,10,41755
GSE311359,S5,IFNGR1_sig_e6_g1,IFNGR1_sig_e6,other,9,42881
GSE311359,S5,IFNGR1_sig_e6_g2,IFNGR1_sig_e6,other,12,52293
GSE311359,S5,IFNGR1_sig_e6_g3,IFNGR1_sig_e6,other,5,28018
GSE311359,S5,IFNGR1_sig_e6_g4,IFNGR1_sig_e6,other,7,41079
GSE311359,S5,IFNGR1_sig_e6_g5,IFNGR1_sig_e6,other,7,39195
GSE311359,S5,IFNGR1_sig_e7_g1,IFNGR1_sig_e7,other,11,54557
GSE311359,S5,IFNGR1_sig_e7_g2,IFNGR1_sig_e7,other,2,9503
GSE311359,S5,C3_sig_e1_g1,C3_sig_e1,other,2,8358
GSE311359,S5,C3_sig_e1_g2,C3_sig_e1,other,15,60557
GSE311359,S5,C3_sig_e1_g4,C3_sig_e1,other,7,29902
GSE311359,S5,C3_sig_e1_g5,C3_sig_e1,other,7,31393
GSE311359,S5,C3_sig_e2_g1,C3_sig_e2,other,2,8421
GSE311359,S5,C3_sig_e2_g2,C3_sig_e2,other,7,25588
GSE311359,S5,C3_sig_e2_g3,C3_sig_e2,other,8,38128
GSE311359,S5,C3_sig_e2_g4,C3_sig_e2,other,22,99386
GSE311359,S5,C3_sig_e2_g5,C3_sig_e2,other,12,67155
GSE311359,S5,C3_sig_e2_g6,C3_sig_e2,other,8,38815
GSE311359,S5,C3_sig_e2_g7,C3_sig_e2,other,14,51320
GSE311359,S5,C3_sig_e2_g8,C3_sig_e2,other,7,32660
GSE311359,S5,C3_sig_e2_g10,C3_sig_e2,other,10,42018
GSE311359,S5,C3_sig_e2_g11,C3_sig_e2,other,3,11132
GSE311359,S5,C3_sig_e2_g12,C3_sig_e2,other,3,18031
GSE311359,S5,CD86_sig_e1_g1,CD86_sig_e1,other,10,40893
GSE311359,S5,CD86_sig_e1_g2,CD86_sig_e1,other,8,39056
GSE311359,S5,CD86_sig_e1_g3,CD86_sig_e1,other,7,34706
GSE311359,S5,CD86_sig_e1_g4,CD86_sig_e1,other,1,4729
GSE311359,S5,CD86_sig_e1_g5,CD86_sig_e1,other,18,67900
GSE311359,S5,CD86_sig_e1_g6,CD86_sig_e1,other,5,16170
GSE311359,S5,CD86_sig_e1_g7,CD86_sig_e1,other,42,185474
GSE311359,S5,CD86_sig_e1_g8,CD86_sig_e1,other,16,65862
GSE311359,S5,CD86_sig_e1_g9,CD86_sig_e1,other,7,28640
GSE311359,S5,CD86_sig_e1_g10,CD86_sig_e1,other,29,146589
GSE311359,S5,CD86_sig_e2_g1,CD86_sig_e2,other,18,67430
GSE311359,S5,CD86_sig_e2_g2,CD86_sig_e2,other,6,22815
GSE311359,S5,CD86_sig_e2_g3,CD86_sig_e2,other,9,45388
GSE311359,S5,non-targeting_00000,non-targeting_00000,non_targeting_control,13,60100
GSE311359,S5,non-targeting_00002,non-targeting_00002,non_targeting_control,16,68426
GSE311359,S5,non-targeting_00003,non-targeting_00003,non_targeting_control,14,57350
GSE311359,S5,non-targeting_00004,non-targeting_00004,non_targeting_control,3,15754
GSE311359,S5,non-targeting_00005,non-targeting_00005,non_targeting_control,21,88359
GSE311359,S5,non-targeting_00006,non-targeting_00006,non_targeting_control,3,13456
GSE311359,S5,non-targeting_00007,non-targeting_00007,non_targeting_control,11,65145
GSE311359,S5,non-targeting_00008,non-targeting_00008,non_targeting_control,13,50441
GSE311359,S5,non-targeting_00009,non-targeting_00009,non_targeting_control,2,8809
GSE311359,S5,non-targeting_00010,non-targeting_00010,non_targeting_control,7,32728
GSE311359,S5,non-targeting_00011,non-targeting_00011,non_targeting_control,1,3087
GSE311359,S5,non-targeting_00012,non-targeting_00012,non_targeting_control,6,27118
GSE311359,S5,non-targeting_00013,non-targeting_00013,non_targeting_control,22,68408
GSE311359,S5,non-targeting_00014,non-targeting_00014,non_targeting_control,11,48525
GSE311359,S5,non-targeting_00016,non-targeting_00016,non_targeting_control,5,21506
GSE311359,S5,ELMO1_tss_g4,ELMO1_tss,tss_cis_element,16,58921
GSE311359,S5,BIN1_tss_g1,BIN1_tss,tss_cis_element,9,44564
GSE311359,S5,BIN1_tss_g2,BIN1_tss,tss_cis_element,6,27472
GSE311359,S5,BIN1,BIN1,other,45,0
GSE311359,S5,BIN1,BIN1,other,45,0
GSE311359,S5,BIN1,BIN1,other,45,212074
GSE311359,S6,ELMO1_tss_g1,ELMO1_tss,tss_cis_element,2,6791
GSE311359,S6,ELMO1_tss_g2,ELMO1_tss,tss_cis_element,1,7784
GSE311359,S6,ELMO1_tss_g3,ELMO1_tss,tss_cis_element,15,58711
GSE311359,S6,MERTK_tss_g1,MERTK_tss,tss_cis_element,12,46316
GSE311359,S6,MERTK_tss_g2,MERTK_tss,tss_cis_element,10,33397
GSE311359,S6,MERTK_tss_g3,MERTK_tss,tss_cis_element,15,70235
GSE311359,S6,MAF_tss_g2,MAF_tss,tss_cis_element,14,65427
GSE311359,S6,MAF_tss_g3,MAF_tss,tss_cis_element,3,13855
GSE311359,S6,SLC25A19_tss_g1,SLC25A19_tss,tss_cis_element,13,54439
GSE311359,S6,SLC25A19_tss_g2,SLC25A19_tss,tss_cis_element,9,32108
GSE311359,S6,SLC25A19_tss_g3,SLC25A19_tss,tss_cis_element,6,19258
GSE311359,S6,MARCHF1_tss_g1,MARCHF1_tss,tss_cis_element,1,5511
GSE311359,S6,MARCHF1_tss_g2,MARCHF1_tss,tss_cis_element,4,15324
GSE311359,S6,MARCHF1_tss_g3,MARCHF1_tss,tss_cis_element,5,19588
GSE311359,S6,IRF5_tss_g1,IRF5_tss,tss_cis_element,14,69657
GSE311359,S6,IRF5_tss_g2,IRF5_tss,tss_cis_element,9,46312
GSE311359,S6,IRF5_tss_g3,IRF5_tss,tss_cis_element,6,23569
GSE311359,S6,IFNGR1_tss_g1,IFNGR1_tss,tss_cis_element,12,52566
GSE311359,S6,IFNGR1_tss_g2,IFNGR1_tss,tss_cis_element,2,9965
GSE311359,S6,C3_tss_g2,C3_tss,tss_cis_element,5,21508
GSE311359,S6,C3_tss_g3,C3_tss,tss_cis_element,24,104928
GSE311359,S6,CD86_tss_g1,CD86_tss,tss_cis_element,26,118657
GSE311359,S6,CD86_tss_g2,CD86_tss,tss_cis_element,4,29047
GSE311359,S6,ELMO1_nsig_e1_g3,ELMO1_nsig_e1,other,3,12753
GSE311359,S6,ELMO1_nsig_e1_g4,ELMO1_nsig_e1,other,7,31858
GSE311359,S6,ELMO1_nsig_e2_g1,ELMO1_nsig_e2,other,18,67710
GSE311359,S6,ELMO1_nsig_e2_g3,ELMO1_nsig_e2,other,15,70349
GSE311359,S6,ELMO1_nsig_e2_g5,ELMO1_nsig_e2,other,7,30023
GSE311359,S6,ELMO1_nsig_e3_g2,ELMO1_nsig_e3,other,19,80930
GSE311359,S6,ELMO1_nsig_e3_g4,ELMO1_nsig_e3,other,9,33822
GSE311359,S6,ELMO1_nsig_e3_g5,ELMO1_nsig_e3,other,19,69253
GSE311359,S6,ELMO1_nsig_gwas_g1,ELMO1_nsig_gwas,other,9,47221
GSE311359,S6,ELMO1_nsig_gwas_g2,ELMO1_nsig_gwas,other,9,40862
GSE311359,S6,ELMO1_nsig_gwas_g3,ELMO1_nsig_gwas,other,5,25409
GSE311359,S6,ELMO1_nsig_gwas_g4,ELMO1_nsig_gwas,other,5,21991
GSE311359,S6,ELMO1_nsig_gwas_g5,ELMO1_nsig_gwas,other,6,19484
GSE311359,S6,MERTK_nsig_e1_g1,MERTK_nsig_e1,other,8,31727
GSE311359,S6,MERTK_nsig_e1_g2,MERTK_nsig_e1,other,13,50270
GSE311359,S6,MERTK_nsig_e1_g3,MERTK_nsig_e1,other,6,23399
GSE311359,S6,MERTK_nsig_e1_g4,MERTK_nsig_e1,other,34,134051
GSE311359,S6,MERTK_nsig_e1_g5,MERTK_nsig_e1,other,26,90719
GSE311359,S6,MERTK_nsig_e2_g1,MERTK_nsig_e2,other,24,103410
GSE311359,S6,MERTK_nsig_e2_g2,MERTK_nsig_e2,other,5,17789
GSE311359,S6,MERTK_nsig_e2_g3,MERTK_nsig_e2,other,4,15639
GSE311359,S6,MERTK_nsig_e2_g4,MERTK_nsig_e2,other,2,10561
GSE311359,S6,MERTK_nsig_e2_g5,MERTK_nsig_e2,other,19,80352
GSE311359,S6,MERTK_nsig_e2_g6,MERTK_nsig_e2,other,10,50386
GSE311359,S6,MERTK_nsig_e2_g7,MERTK_nsig_e2,other,12,52286
GSE311359,S6,MERTK_nsig_e2_g8,MERTK_nsig_e2,other,3,12630
GSE311359,S6,MERTK_nsig_e3_g1,MERTK_nsig_e3,other,14,50351
GSE311359,S6,MERTK_nsig_e3_g3,MERTK_nsig_e3,other,17,71877
GSE311359,S6,MERTK_nsig_e3_g4,MERTK_nsig_e3,other,9,44189
GSE311359,S6,MERTK_nsig_e3_g5,MERTK_nsig_e3,other,11,36842
GSE311359,S6,MERTK_nsig_e4_g1,MERTK_nsig_e4,other,8,27206
GSE311359,S6,MERTK_nsig_e4_g2,MERTK_nsig_e4,other,4,13119
GSE311359,S6,MAF_nsig_e1_g1,MAF_nsig_e1,other,16,71259
GSE311359,S6,MAF_nsig_e1_g2,MAF_nsig_e1,other,9,38946
GSE311359,S6,MAF_nsig_e1_g3,MAF_nsig_e1,other,6,27275
GSE311359,S6,MAF_nsig_e1_g4,MAF_nsig_e1,other,17,64414
GSE311359,S6,MAF_nsig_e1_g5,MAF_nsig_e1,other,16,64723
GSE311359,S6,MAF_nsig_e2_g1,MAF_nsig_e2,other,17,64629
GSE311359,S6,MAF_nsig_e2_g2,MAF_nsig_e2,other,12,63788
GSE311359,S6,MAF_nsig_e2_g3,MAF_nsig_e2,other,8,29382
GSE311359,S6,MAF_genebodyctrl_g1,MAF_genebodyctrl,other,10,48916
GSE311359,S6,MAF_genebodyctrl_g2,MAF_genebodyctrl,other,11,41359
GSE311359,S6,MAF_genebodyctrl_g3,MAF_genebodyctrl,other,19,87259
GSE311359,S6,MARCHF1_nsig_e1_g1,MARCHF1_nsig_e1,other,13,52554
GSE311359,S6,MARCHF1_nsig_e1_g2,MARCHF1_nsig_e1,other,8,39043
GSE311359,S6,MARCHF1_nsig_e1_g4,MARCHF1_nsig_e1,other,4,13745
GSE311359,S6,MARCHF1_nsig_e1_g5,MARCHF1_nsig_e1,other,3,9662
GSE311359,S6,MARCHF1_nsig_e2_g2,MARCHF1_nsig_e2,other,21,65070
GSE311359,S6,MARCHF1_nsig_e2_g3,MARCHF1_nsig_e2,other,1,7569
GSE311359,S6,MARCHF1_nsig_e2_g4,MARCHF1_nsig_e2,other,15,66730
GSE311359,S6,MARCHF1_nsig_e2_g5,MARCHF1_nsig_e2,other,12,48888
GSE311359,S6,IRF5_nsig_e1_g1,IRF5_nsig_e1,other,11,43621
GSE311359,S6,IRF5_nsig_e1_g2,IRF5_nsig_e1,other,16,67586
GSE311359,S6,IRF5_nsig_e1_g3,IRF5_nsig_e1,other,12,47262
GSE311359,S6,IRF5_nsig_e1_g4,IRF5_nsig_e1,other,5,18134
GSE311359,S6,IRF5_nsig_e1_g5,IRF5_nsig_e1,other,17,69291
GSE311359,S6,SLC25A19_nsig_e1_g1,SLC25A19_nsig_e1,other,5,17395
GSE311359,S6,SLC25A19_nsig_e1_g2,SLC25A19_nsig_e1,other,19,80966
GSE311359,S6,SLC25A19_nsig_e1_g3,SLC25A19_nsig_e1,other,3,11306
GSE311359,S6,SLC25A19_nsig_e1_g4,SLC25A19_nsig_e1,other,16,60317
GSE311359,S6,SLC25A19_nsig_e1_g5,SLC25A19_nsig_e1,other,19,89360
GSE311359,S6,SLC25A19_nsig_e2_g1,SLC25A19_nsig_e2,other,7,31824
GSE311359,S6,SLC25A19_nsig_e2_g3,SLC25A19_nsig_e2,other,18,80962
GSE311359,S6,SLC25A19_nsig_e2_g4,SLC25A19_nsig_e2,other,1,3245
GSE311359,S6,SLC25A19_nsig_e2_g5,SLC25A19_nsig_e2,other,11,56825
GSE311359,S6,IFNGR1_nsig_e1_g1,IFNGR1_nsig_e1,other,17,78646
GSE311359,S6,IFNGR1_nsig_e1_g2,IFNGR1_nsig_e1,other,2,12749
GSE311359,S6,IFNGR1_nsig_e1_g3,IFNGR1_nsig_e1,other,11,41517
GSE311359,S6,IFNGR1_nsig_e1_g4,IFNGR1_nsig_e1,other,7,32021
GSE311359,S6,IFNGR1_nsig_e1_g5,IFNGR1_nsig_e1,other,7,33232
GSE311359,S6,IFNGR1_nsig_e1_g6,IFNGR1_nsig_e1,other,3,13915
GSE311359,S6,IFNGR1_nsig_e1_g7,IFNGR1_nsig_e1,other,6,25520
GSE311359,S6,IFNGR1_nsig_e2_g1,IFNGR1_nsig_e2,other,4,20248
GSE311359,S6,IFNGR1_nsig_e2_g2,IFNGR1_nsig_e2,other,10,41498
GSE311359,S6,IFNGR1_nsig_e2_g3,IFNGR1_nsig_e2,other,13,49711
GSE311359,S6,IFNGR1_nsig_e2_g4,IFNGR1_nsig_e2,other,19,57811
GSE311359,S6,IFNGR1_nsig_e2_g5,IFNGR1_nsig_e2,other,20,87888
GSE311359,S6,C3_nsig_e1_g1,C3_nsig_e1,other,5,20476
GSE311359,S6,C3_nsig_e1_g2,C3_nsig_e1,other,11,52104
GSE311359,S6,C3_nsig_e1_g3,C3_nsig_e1,other,11,40385
GSE311359,S6,CD86_nsig_e1_g1,CD86_nsig_e1,other,23,114323
GSE311359,S6,CD86_nsig_e1_g2,CD86_nsig_e1,other,13,51153
GSE311359,S6,CD86_nsig_e1_g3,CD86_nsig_e1,other,17,61116
GSE311359,S6,CD86_nsig_e2_g1,CD86_nsig_e2,other,18,69790
GSE311359,S6,CD86_nsig_e2_g2,CD86_nsig_e2,other,12,48917
GSE311359,S6,CD86_nsig_e2_g3,CD86_nsig_e2,other,20,78205
GSE311359,S6,ELMO1_sig_e1_g1,ELMO1_sig_e1,other,16,67419
GSE311359,S6,ELMO1_sig_e1_g2,ELMO1_sig_e1,other,16,67261
GSE311359,S6,ELMO1_sig_e1_g3,ELMO1_sig_e1,other,2,7004
GSE311359,S6,ELMO1_sig_e1_g4,ELMO1_sig_e1,other,16,62300
GSE311359,S6,ELMO1_sig_e1_g5,ELMO1_sig_e1,other,21,84911
GSE311359,S6,ELMO1_sig_e1_g6,ELMO1_sig_e1,other,3,10150
GSE311359,S6,ELMO1_sig_e1_g7,ELMO1_sig_e1,other,1,5470
GSE311359,S6,ELMO1_sig_e1_g8,ELMO1_sig_e1,other,6,25671
GSE311359,S6,ELMO1_sig_e2_g1,ELMO1_sig_e2,other,6,19100
GSE311359,S6,ELMO1_sig_e2_g2,ELMO1_sig_e2,other,12,58041
GSE311359,S6,ELMO1_sig_e2_g3,ELMO1_sig_e2,other,10,52900
GSE311359,S6,ELMO1_sig_e2_g4,ELMO1_sig_e2,other,8,42234
GSE311359,S6,ELMO1_sig_e2_g5,ELMO1_sig_e2,other,10,39261
GSE311359,S6,ELMO1_sig_e2_g6,ELMO1_sig_e2,other,5,21951
GSE311359,S6,ELMO1_sig_e2_g7,ELMO1_sig_e2,other,25,100124
GSE311359,S6,ELMO1_sig_e2_g8,ELMO1_sig_e2,other,3,10637
GSE311359,S6,ELMO1_sig_e2_g9,ELMO1_sig_e2,other,8,36743
GSE311359,S6,ELMO1_sig_e2_g10,ELMO1_sig_e2,other,6,24929
GSE311359,S6,ELMO1_sig_e2_g11,ELMO1_sig_e2,other,3,15631
GSE311359,S6,ELMO1_sig_e2_g13,ELMO1_sig_e2,other,17,78277
GSE311359,S6,ELMO1_sig_e3_g1,ELMO1_sig_e3,other,16,65193
GSE311359,S6,ELMO1_sig_e3_g2,ELMO1_sig_e3,other,8,30446
GSE311359,S6,ELMO1_sig_e3_g3,ELMO1_sig_e3,other,14,56163
GSE311359,S6,ELMO1_sig_e3_g4,ELMO1_sig_e3,other,21,95170
GSE311359,S6,ELMO1_sig_e3_g5,ELMO1_sig_e3,other,17,60829
GSE311359,S6,ELMO1_sig_e4_g1,ELMO1_sig_e4,other,8,32944
GSE311359,S6,ELMO1_sig_e4_g2,ELMO1_sig_e4,other,5,20960
GSE311359,S6,ELMO1_sig_e4_g3,ELMO1_sig_e4,other,11,55422
GSE311359,S6,ELMO1_sig_e4_g4,ELMO1_sig_e4,other,13,64937
GSE311359,S6,ELMO1_sig_e4_g5,ELMO1_sig_e4,other,24,103980
GSE311359,S6,ELMO1_sig_e5_g1,ELMO1_sig_e5,other,16,63205
GSE311359,S6,ELMO1_sig_e5_g2,ELMO1_sig_e5,other,22,88564
GSE311359,S6,ELMO1_sig_e5_g3,ELMO1_sig_e5,other,20,102499
GSE311359,S6,ELMO1_sig_e5_g4,ELMO1_sig_e5,other,17,77892
GSE311359,S6,ELMO1_sig_e5_g5,ELMO1_sig_e5,other,12,49311
GSE311359,S6,ELMO1_sig_e5_g6,ELMO1_sig_e5,other,7,37995
GSE311359,S6,ELMO1_sig_e5_g7,ELMO1_sig_e5,other,12,50221
GSE311359,S6,ELMO1_sig_e5_g8,ELMO1_sig_e5,other,22,110685
GSE311359,S6,MERTK_sig_e1_g1,MERTK_sig_e1,other,10,41172
GSE311359,S6,MERTK_sig_e1_g2,MERTK_sig_e1,other,15,65341
GSE311359,S6,MERTK_sig_e1_g3,MERTK_sig_e1,other,8,40891
GSE311359,S6,MERTK_sig_e1_g4,MERTK_sig_e1,other,8,31999
GSE311359,S6,MERTK_sig_e1_g5,MERTK_sig_e1,other,19,80173
GSE311359,S6,MERTK_sig_e1_g6,MERTK_sig_e1,other,22,86981
GSE311359,S6,MERTK_sig_e1_g7,MERTK_sig_e1,other,36,161517
GSE311359,S6,MERTK_sig_e1_g8,MERTK_sig_e1,other,14,56996
GSE311359,S6,MERTK_sig_e1_g9,MERTK_sig_e1,other,35,141015
GSE311359,S6,MERTK_sig_e1_g10,MERTK_sig_e1,other,13,60661
GSE311359,S6,MERTK_sig_e2_g1,MERTK_sig_e2,other,6,35298
GSE311359,S6,MERTK_sig_e2_g2,MERTK_sig_e2,other,2,10087
GSE311359,S6,MERTK_sig_e2_g5,MERTK_sig_e2,other,15,62390
GSE311359,S6,MERTK_sig_e2_g6,MERTK_sig_e2,other,35,165310
GSE311359,S6,MERTK_sig_e2_g7,MERTK_sig_e2,other,5,23521
GSE311359,S6,MERTK_sig_e2_g8,MERTK_sig_e2,other,18,85421
GSE311359,S6,MERTK_sig_e3_g1,MERTK_sig_e3,other,10,49787
GSE311359,S6,MERTK_sig_e3_g2,MERTK_sig_e3,other,12,43767
GSE311359,S6,MERTK_sig_e3_g3,MERTK_sig_e3,other,15,66894
GSE311359,S6,MERTK_sig_e3_g4,MERTK_sig_e3,other,2,8104
GSE311359,S6,MERTK_sig_e3_g5,MERTK_sig_e3,other,23,103033
GSE311359,S6,MERTK_sig_e4_g1,MERTK_sig_e4,other,20,85894
GSE311359,S6,MERTK_sig_e4_g3,MERTK_sig_e4,other,25,116757
GSE311359,S6,MERTK_sig_e4_g4,MERTK_sig_e4,other,7,24448
GSE311359,S6,MERTK_sig_e4_g5,MERTK_sig_e4,other,15,69107
GSE311359,S6,MERTK_sig_e4_g6,MERTK_sig_e4,other,7,30339
GSE311359,S6,MERTK_sig_e4_g7,MERTK_sig_e4,other,8,30178
GSE311359,S6,MAF_sig_e1_g1,MAF_sig_e1,other,22,102447
GSE311359,S6,MAF_sig_e1_g2,MAF_sig_e1,other,14,48562
GSE311359,S6,MAF_sig_e1_g4,MAF_sig_e1,other,11,40501
GSE311359,S6,MAF_sig_e2_g1,MAF_sig_e2,other,20,85247
GSE311359,S6,MAF_sig_e2_g2,MAF_sig_e2,other,1,3346
GSE311359,S6,MAF_sig_e2_g3,MAF_sig_e2,other,10,39323
GSE311359,S6,MAF_sig_e2_g4,MAF_sig_e2,other,3,12801
GSE311359,S6,MAF_sig_e3_g1,MAF_sig_e3,other,22,107777
GSE311359,S6,MAF_sig_e3_g2,MAF_sig_e3,other,16,75057
GSE311359,S6,MAF_sig_e3_g3,MAF_sig_e3,other,9,33184
GSE311359,S6,MAF_sig_e3_g4,MAF_sig_e3,other,20,85963
GSE311359,S6,MAF_sig_e3_g5,MAF_sig_e3,other,13,52984
GSE311359,S6,MAF_sig_e4_g1,MAF_sig_e4,other,8,35704
GSE311359,S6,MAF_sig_e4_g2,MAF_sig_e4,other,21,85518
GSE311359,S6,MAF_sig_e4_g3,MAF_sig_e4,other,12,55000
GSE311359,S6,MAF_sig_e4_g4,MAF_sig_e4,other,17,68870
GSE311359,S6,MAF_sig_e4_g5,MAF_sig_e4,other,4,18396
GSE311359,S6,MAF_sig_e4_g6,MAF_sig_e4,other,5,28624
GSE311359,S6,MAF_sig_e4_g7,MAF_sig_e4,other,8,34000
GSE311359,S6,MAF_sig_e4_g8,MAF_sig_e4,other,16,75721
GSE311359,S6,MAF_sig_e4_g9,MAF_sig_e4,other,15,63038
GSE311359,S6,MARCHF1_sig_e1_g1,MARCHF1_sig_e1,other,12,40306
GSE311359,S6,MARCHF1_sig_e1_g2,MARCHF1_sig_e1,other,7,26937
GSE311359,S6,MARCHF1_sig_e1_g3,MARCHF1_sig_e1,other,8,31174
GSE311359,S6,MARCHF1_sig_e1_g4,MARCHF1_sig_e1,other,7,31772
GSE311359,S6,MARCHF1_sig_e1_g5,MARCHF1_sig_e1,other,5,21398
GSE311359,S6,MARCHF1_sig_e2_g2,MARCHF1_sig_e2,other,15,72086
GSE311359,S6,MARCHF1_sig_e2_g3,MARCHF1_sig_e2,other,31,122277
GSE311359,S6,MARCHF1_sig_e2_g4,MARCHF1_sig_e2,other,16,71948
GSE311359,S6,MARCHF1_sig_e2_g5,MARCHF1_sig_e2,other,12,49399
GSE311359,S6,MARCHF1_sig_e2_g6,MARCHF1_sig_e2,other,14,51378
GSE311359,S6,MARCHF1_sig_e2_g7,MARCHF1_sig_e2,other,10,48756
